player_id,name_last,name_first,link,link_title,name_full_commas,teams_list,first_year,last_year
aanev101,Aanensen,Vic,https://afltables.com/afl/stats/players/V/Vic_Aanensen.html,Sydney (1973-1976),"Aanensen, Vic",['Sydney (1973-1976)'],1973,1976
abbea101,Abbey,Angus,https://afltables.com/afl/stats/players/A/Angus_Abbey.html,Western Bulldogs (1949-1954),"Abbey, Angus",['Western Bulldogs (1949-1954)'],1949,1954
abber101,Abbey,Ross,https://afltables.com/afl/stats/players/R/Ross_Abbey.html,Western Bulldogs (1971-1981),"Abbey, Ross",['Western Bulldogs (1971-1981)'],1971,1981
abboc102,Abbott,Charles,https://afltables.com/afl/stats/players/C/Charles_Abbott.html,Hawthorn (1961-1963),"Abbott, Charles",['Hawthorn (1961-1963)'],1961,1963
abboc101,Abbott,Clarrie,https://afltables.com/afl/stats/players/C/Clarrie_Abbott.html,"Collingwood (1907), Melbourne (1912)","Abbott, Clarrie","['Collingwood (1907)', ' Melbourne (1912)']",1907,1912
abboe101,Abbott,Ernie,https://afltables.com/afl/stats/players/E/Ernie_Abbott.html,St Kilda (1908),"Abbott, Ernie",['St Kilda (1908)'],1908,1908
abbof101,Abbott,Frank,https://afltables.com/afl/stats/players/F/Frank_Abbott.html,Fitzroy (1906-1912),"Abbott, Frank",['Fitzroy (1906-1912)'],1906,1912
abbog101,Abbott,Gordon,https://afltables.com/afl/stats/players/G/Gordon_Abbott.html,"Geelong (1936-1938), Essendon (1941-1947)","Abbott, Gordon","['Geelong (1936-1938)', ' Essendon (1941-1947)']",1936,1947
abbol101,Abbott,Les,https://afltables.com/afl/stats/players/L/Les_Abbott.html,"Collingwood (1904), Carlton (1905), Richmond (1910-1911), Melbourne (1912), Sydney (1912)","Abbott, Les","['Collingwood (1904)', ' Carlton (1905)', ' Richmond (1910-1911)', ' Melbourne (1912)', ' Sydney (1912)']",1904,1912
abbop101,Abbott,Paddy,https://afltables.com/afl/stats/players/P/Paddy_Abbott.html,"Sydney (1913), Fitzroy (1914-1918), Richmond (1919-1920)","Abbott, Paddy","['Sydney (1913)', ' Fitzroy (1914-1918)', ' Richmond (1919-1920)']",1913,1920
abbop002,Abbott,Paul,https://afltables.com/afl/stats/players/P/Paul_Abbott.html,"Hawthorn (1984-1991), Fitzroy (1992-1993)","Abbott, Paul","['Hawthorn (1984-1991)', ' Fitzroy (1992-1993)']",1984,1993
abbor001,Abbott,Ryan,https://afltables.com/afl/stats/players/R/Ryan_Abbott.html,Geelong (2018-2019),"Abbott, Ryan",['Geelong (2018-2019)'],2018,2019
aberp101,Abercrombie,Percy,https://afltables.com/afl/stats/players/P/Percy_Abercrombie.html,"Essendon (1903), Sydney (1905)","Abercrombie, Percy","['Essendon (1903)', ' Sydney (1905)']",1903,1905
aberb101,Abernethy,Bob,https://afltables.com/afl/stats/players/B/Bob_Abernethy.html,Melbourne (1923),"Abernethy, Bob",['Melbourne (1923)'],1923,1923
aberb002,Abernethy,Bruce,https://afltables.com/afl/stats/players/B/Bruce_Abernethy.html,"North Melbourne (1982-1983), Collingwood (1984-1986), Adelaide (1991-1992)","Abernethy, Bruce","['North Melbourne (1982-1983)', ' Collingwood (1984-1986)', ' Adelaide (1991-1992)']",1982,1992
aberj101,Abernethy,Jim,https://afltables.com/afl/stats/players/J/Jim_Abernethy.html,Melbourne (1923-1932),"Abernethy, Jim",['Melbourne (1923-1932)'],1923,1932
abikd101,Abikhair,Dick,https://afltables.com/afl/stats/players/D/Dick_Abikhair.html,"Hawthorn (1934-1938), North Melbourne (1941-1945)","Abikhair, Dick","['Hawthorn (1934-1938)', ' North Melbourne (1941-1945)']",1934,1945
ableg002,Ablett,Gary,https://afltables.com/afl/stats/players/G/Gary_Ablett0.html,"Hawthorn (1982), Geelong (1984-1996)","Ablett, Gary","['Hawthorn (1982)', ' Geelong (1984-1996)']",1982,1996
ableg003,Ablett,Gary,https://afltables.com/afl/stats/players/G/Gary_Ablett1.html,"Geelong (2002-2019), Gold Coast (2011-2017)","Ablett, Gary","['Geelong (2002-2019)', ' Gold Coast (2011-2017)']",2002,2017
ableg001,Ablett,Geoff,https://afltables.com/afl/stats/players/G/Geoff_Ablett.html,"Hawthorn (1973-1982), Richmond (1983-1984), St Kilda (1985)","Ablett, Geoff","['Hawthorn (1973-1982)', ' Richmond (1983-1984)', ' St Kilda (1985)']",1973,1985
ablek001,Ablett,Kevin,https://afltables.com/afl/stats/players/K/Kevin_Ablett.html,"Hawthorn (1977-1980), Richmond (1984), Geelong (1985)","Ablett, Kevin","['Hawthorn (1977-1980)', ' Richmond (1984)', ' Geelong (1985)']",1977,1985
ablel101,Ablett,Len,https://afltables.com/afl/stats/players/L/Len_Ablett.html,Richmond (1939-1943),"Ablett, Len",['Richmond (1939-1943)'],1939,1943
ablel002,Ablett,Luke,https://afltables.com/afl/stats/players/L/Luke_Ablett.html,Sydney (2002-2009),"Ablett, Luke",['Sydney (2002-2009)'],2002,2009
ablen001,Ablett,Nathan,https://afltables.com/afl/stats/players/N/Nathan_Ablett.html,"Geelong (2005-2007), Gold Coast (2011)","Ablett, Nathan","['Geelong (2005-2007)', ' Gold Coast (2011)']",2005,2011
abrai101,Abraham,Ian,https://afltables.com/afl/stats/players/I/Ian_Abraham.html,Collingwood (1960-1961),"Abraham, Ian",['Collingwood (1960-1961)'],1960,1961
abraw001,Abraham,Winston,https://afltables.com/afl/stats/players/W/Winston_Abraham.html,"Fremantle (1995-1997), North Melbourne (1998-2001)","Abraham, Winston","['Fremantle (1995-1997)', ' North Melbourne (1998-2001)']",1995,2001
abrao101,Abrahams,Owen,https://afltables.com/afl/stats/players/O/Owen_Abrahams.html,Fitzroy (1954-1962),"Abrahams, Owen",['Fitzroy (1954-1962)'],1954,1962
absot101,Absolom,Ted,https://afltables.com/afl/stats/players/T/Ted_Absolom.html,Collingwood (1900),"Absolom, Ted",['Collingwood (1900)'],1900,1900
acked001,Ackerly,David,https://afltables.com/afl/stats/players/D/David_Ackerly.html,"Sydney (1979-1985), North Melbourne (1986-1989)","Ackerly, David","['Sydney (1979-1985)', ' North Melbourne (1986-1989)']",1979,1989
acklc001,Ackland,Cain,https://afltables.com/afl/stats/players/C/Cain_Ackland.html,"Port Adelaide (2001), St Kilda (2005-2006), Carlton (2007-2008)","Ackland, Cain","['Port Adelaide (2001)', ' St Kilda (2005-2006)', ' Carlton (2007-2008)']",2001,2008
acreb001,Acres,Blake,https://afltables.com/afl/stats/players/B/Blake_Acres.html,St Kilda (2014-2019),"Acres, Blake",['St Kilda (2014-2019)'],2014,2019
adamk101,Adam,Ken,https://afltables.com/afl/stats/players/K/Ken_Adam.html,Essendon (1922-1925),"Adam, Ken",['Essendon (1922-1925)'],1922,1925
adamr101,Adam,Roy,https://afltables.com/afl/stats/players/R/Roy_Adam.html,"St Kilda (1901), Melbourne (1904-1905)","Adam, Roy","['St Kilda (1901)', ' Melbourne (1904-1905)']",1901,1905
adama102,Adams,Artie,https://afltables.com/afl/stats/players/A/Artie_Adams.html,Sydney (1915),"Adams, Artie",['Sydney (1915)'],1915,1915
adamb101,Adams,Bill,https://afltables.com/afl/stats/players/B/Bill_Adams.html,"Fitzroy (1924-1926), Melbourne (1931-1932)","Adams, Bill","['Fitzroy (1924-1926)', ' Melbourne (1931-1932)']",1924,1932
adame101,Adams,Ernie,https://afltables.com/afl/stats/players/E/Ernie_Adams.html,Melbourne (1900-1901),"Adams, Ernie",['Melbourne (1900-1901)'],1900,1901
adamf101,Adams,Frank,https://afltables.com/afl/stats/players/F/Frank_Adams.html,Melbourne (1953-1964),"Adams, Frank",['Melbourne (1953-1964)'],1953,1964
adaml002,Adams,Leigh,https://afltables.com/afl/stats/players/L/Leigh_Adams.html,North Melbourne (2007-2014),"Adams, Leigh",['North Melbourne (2007-2014)'],2007,2014
adamm001,Adams,Marcus,https://afltables.com/afl/stats/players/M/Marcus_Adams.html,Western Bulldogs (2016-2018),"Adams, Marcus",['Western Bulldogs (2016-2018)'],2016,2018
adamp001,Adams,Peter,https://afltables.com/afl/stats/players/P/Peter_Adams.html,Collingwood (1986-1987),"Adams, Peter",['Collingwood (1986-1987)'],1986,1987
adamr102,Adams,Robert,https://afltables.com/afl/stats/players/R/Robert_Adams.html,Geelong (1970-1971),"Adams, Robert",['Geelong (1970-1971)'],1970,1971
adamt001,Adams,Taylor,https://afltables.com/afl/stats/players/T/Taylor_Adams.html,"Greater Western Sydney (2012-2013), Collingwood (2014-2019)","Adams, Taylor","['Greater Western Sydney (2012-2013)', ' Collingwood (2014-2019)']",2012,2019
adama101,Adamson,Arthur,https://afltables.com/afl/stats/players/A/Arthur_Adamson.html,Sydney (1902-1903),"Adamson, Arthur",['Sydney (1902-1903)'],1902,1903
adamd101,Adamson,Dave,https://afltables.com/afl/stats/players/D/Dave_Adamson.html,Sydney (1897-1903),"Adamson, Dave",['Sydney (1897-1903)'],1897,1903
adamj101,Adamson,Jack,https://afltables.com/afl/stats/players/J/Jack_Adamson.html,Sydney (1897-1898),"Adamson, Jack",['Sydney (1897-1898)'],1897,1898
adamj102,Adamson,Jim,https://afltables.com/afl/stats/players/J/Jim_Adamson.html,North Melbourne (1929-1941),"Adamson, Jim",['North Melbourne (1929-1941)'],1929,1941
adaml101,Adamson,Lee,https://afltables.com/afl/stats/players/L/Lee_Adamson.html,Collingwood (1966-1973),"Adamson, Lee",['Collingwood (1966-1973)'],1966,1973
adcoj001,Adcock,Jed,https://afltables.com/afl/stats/players/J/Jed_Adcock.html,"Brisbane Lions (2004-2015), Western Bulldogs (2016)","Adcock, Jed","['Brisbane Lions (2004-2015)', ' Western Bulldogs (2016)']",2004,2016
addib101,Addison,Bob,https://afltables.com/afl/stats/players/B/Bob_Addison.html,Western Bulldogs (1931),"Addison, Bob",['Western Bulldogs (1931)'],1931,1931
addid001,Addison,Dylan,https://afltables.com/afl/stats/players/D/Dylan_Addison.html,"Western Bulldogs (2006-2013), Greater Western Sydney (2014)","Addison, Dylan","['Western Bulldogs (2006-2013)', ' Greater Western Sydney (2014)']",2006,2014
addij101,Addison,Jim,https://afltables.com/afl/stats/players/J/Jim_Addison.html,Collingwood (1903-1904),"Addison, Jim",['Collingwood (1903-1904)'],1903,1904
adkid001,Adkins,Damien,https://afltables.com/afl/stats/players/D/Damien_Adkins.html,"Collingwood (2000-2002), West Coast (2003-2005)","Adkins, Damien","['Collingwood (2000-2002)', ' West Coast (2003-2005)']",2000,2005
agrup101,Agrums,Peter,https://afltables.com/afl/stats/players/P/Peter_Agrums.html,North Melbourne (1963-1964),"Agrums, Peter",['North Melbourne (1963-1964)'],1963,1964
ah cb001,Ah Chee,Brendon,https://afltables.com/afl/stats/players/B/Brendon_Ah_Chee.html,"Port Adelaide (2015-2017), West Coast (2018)","Ah Chee, Brendon","['Port Adelaide (2015-2017)', ' West Coast (2018)']",2015,2018
ah cc001,Ah Chee,Callum,https://afltables.com/afl/stats/players/C/Callum_Ah_Chee.html,Gold Coast (2016-2018),"Ah Chee, Callum",['Gold Coast (2016-2018)'],2016,2018
aherb101,Ahern,Bill,https://afltables.com/afl/stats/players/B/Bill_Ahern0.html,St Kilda (1897),"Ahern, Bill",['St Kilda (1897)'],1897,1897
aherb102,Ahern,Bill,https://afltables.com/afl/stats/players/B/Bill_Ahern1.html,Carlton (1897),"Ahern, Bill",['Carlton (1897)'],1897,1897
aherc101,Ahern,Charlie,https://afltables.com/afl/stats/players/C/Charlie_Ahern.html,Collingwood (1929),"Ahern, Charlie",['Collingwood (1929)'],1929,1929
aherj001,Ahern,John,https://afltables.com/afl/stats/players/J/John_Ahern.html,Melbourne (1989),"Ahern, John",['Melbourne (1989)'],1989,1989
aherp001,Ahern,Paul,https://afltables.com/afl/stats/players/P/Paul_Ahern.html,North Melbourne (2018-2019),"Ahern, Paul",['North Melbourne (2018-2019)'],2018,2019
ahmam001,AhMat,Matthew,https://afltables.com/afl/stats/players/M/Matthew_AhMat.html,"Brisbane Bears (1991-1992), Sydney (1994)","AhMat, Matthew","['Brisbane Bears (1991-1992)', ' Sydney (1994)']",1991,1994
ahmar001,AhMat,Robert,https://afltables.com/afl/stats/players/R/Robert_AhMat.html,"Collingwood (1995-1997), Sydney (1998-2001)","AhMat, Robert","['Collingwood (1995-1997)', ' Sydney (1998-2001)']",1995,2001
ainsb101,Ainslie,Brodie,https://afltables.com/afl/stats/players/B/Brodie_Ainslie.html,St Kilda (1911),"Ainslie, Brodie",['St Kilda (1911)'],1911,1911
ainsb002,Ainsworth,Ben,https://afltables.com/afl/stats/players/B/Ben_Ainsworth.html,Gold Coast (2017-2019),"Ainsworth, Ben",['Gold Coast (2017-2019)'],2017,2019
ainsb003,Ainsworth,Brayden,https://afltables.com/afl/stats/players/B/Brayden_Ainsworth.html,West Coast (2018),"Ainsworth, Brayden",['West Coast (2018)'],2018,2018
ainsg101,Ainsworth,Geoff,https://afltables.com/afl/stats/players/G/Geoff_Ainsworth.html,Geelong (1967-1974),"Ainsworth, Geoff",['Geelong (1967-1974)'],1967,1974
aishj001,Aish,James,https://afltables.com/afl/stats/players/J/James_Aish.html,"Brisbane Lions (2014-2015), Collingwood (2016-2019)","Aish, James","['Brisbane Lions (2014-2015)', ' Collingwood (2016-2019)']",2014,2019
aitce101,Aitchison,Ern,https://afltables.com/afl/stats/players/E/Ern_Aitchison.html,Hawthorn (1931),"Aitchison, Ern",['Hawthorn (1931)'],1931,1931
aitcj101,Aitchison,Jack,https://afltables.com/afl/stats/players/J/Jack_Aitchison.html,Hawthorn (1935),"Aitchison, Jack",['Hawthorn (1935)'],1935,1935
aitkc101,Aitken,Chris,https://afltables.com/afl/stats/players/C/Chris_Aitken.html,Melbourne (1967-1977),"Aitken, Chris",['Melbourne (1967-1977)'],1967,1977
aitki001,Aitken,Ian,https://afltables.com/afl/stats/players/I/Ian_Aitken.html,"Carlton (1987-1992), St Kilda (1993)","Aitken, Ian","['Carlton (1987-1992)', ' St Kilda (1993)']",1987,1993
aitkj102,Aitken,James,https://afltables.com/afl/stats/players/J/James_Aitken.html,Geelong (1903),"Aitken, James",['Geelong (1903)'],1903,1903
aitkj101,Aitken,Jimmy,https://afltables.com/afl/stats/players/J/Jimmy_Aitken.html,"Carlton (1897-1898), Melbourne (1898)","Aitken, Jimmy","['Carlton (1897-1898)', ' Melbourne (1898)']",1897,1898
aitkk101,Aitken,Ken,https://afltables.com/afl/stats/players/K/Ken_Aitken.html,"Carlton (1948-1951), Collingwood (1952)","Aitken, Ken","['Carlton (1948-1951)', ' Collingwood (1952)']",1948,1952
aitkm001,Aitken,Michael,https://afltables.com/afl/stats/players/M/Michael_Aitken.html,Carlton (1985),"Aitken, Michael",['Carlton (1985)'],1985,1985
aitkp101,Aitken,Peter,https://afltables.com/afl/stats/players/P/Peter_Aitken.html,Carlton (1955),"Aitken, Peter",['Carlton (1955)'],1955,1955
akedf101,Aked,Frank,https://afltables.com/afl/stats/players/F/Frank_Aked0.html,"Western Bulldogs (1925-1932), Hawthorn (1933)","Aked, Frank","['Western Bulldogs (1925-1932)', ' Hawthorn (1933)']",1925,1933
akedf102,Aked,Frank,https://afltables.com/afl/stats/players/F/Frank_Aked1.html,Western Bulldogs (1951-1952),"Aked, Frank",['Western Bulldogs (1951-1952)'],1951,1952
akerj001,Akermanis,Jason,https://afltables.com/afl/stats/players/J/Jason_Akermanis.html,"Brisbane Bears (1995-1996), Brisbane Lions (1997-2006), Western Bulldogs (2007-2010)","Akermanis, Jason","['Brisbane Bears (1995-1996)', ' Brisbane Lions (1997-2006)', ' Western Bulldogs (2007-2010)']",1995,2010
albia101,Albiston,Alec,https://afltables.com/afl/stats/players/A/Alec_Albiston.html,"Hawthorn (1936-1949), North Melbourne (1950)","Albiston, Alec","['Hawthorn (1936-1949)', ' North Melbourne (1950)']",1936,1950
albid101,Albiston,David,https://afltables.com/afl/stats/players/D/David_Albiston.html,Hawthorn (1962-1966),"Albiston, David",['Hawthorn (1962-1966)'],1962,1966
albih101,Albiston,Harold,https://afltables.com/afl/stats/players/H/Harold_Albiston.html,"Collingwood (1935), Hawthorn (1936-1940)","Albiston, Harold","['Collingwood (1935)', ' Hawthorn (1936-1940)']",1935,1940
albik101,Albiston,Ken,https://afltables.com/afl/stats/players/K/Ken_Albiston.html,"Richmond (1946-1951), Melbourne (1952-1954)","Albiston, Ken","['Richmond (1946-1951)', ' Melbourne (1952-1954)']",1946,1954
albrb101,Albress,Bill,https://afltables.com/afl/stats/players/B/Bill_Albress.html,Richmond (1917-1918),"Albress, Bill",['Richmond (1917-1918)'],1917,1918
alcot101,Alcorn,Ted,https://afltables.com/afl/stats/players/T/Ted_Alcorn.html,St Kilda (1909),"Alcorn, Ted",['St Kilda (1909)'],1909,1909
aldab101,Aldag,Bill,https://afltables.com/afl/stats/players/B/Bill_Aldag.html,"Western Bulldogs (1928), Collingwood (1930-1931)","Aldag, Bill","['Western Bulldogs (1928)', ' Collingwood (1930-1931)']",1928,1931
aldef101,Alder,Fred,https://afltables.com/afl/stats/players/F/Fred_Alder.html,Richmond (1909),"Alder, Fred",['Richmond (1909)'],1909,1909
aldeh101,Alder,Henry,https://afltables.com/afl/stats/players/H/Henry_Alder.html,Fitzroy (1902),"Alder, Henry",['Fitzroy (1902)'],1902,1902
aldec001,Alderdice,Craig,https://afltables.com/afl/stats/players/C/Craig_Alderdice.html,Geelong (1985-1988),"Alderdice, Craig",['Geelong (1985-1988)'],1985,1988
aldri101,Aldridge,Ivor,https://afltables.com/afl/stats/players/I/Ivor_Aldridge.html,St Kilda (1920-1921),"Aldridge, Ivor",['St Kilda (1920-1921)'],1920,1921
alesh101,Alessio,Harry,https://afltables.com/afl/stats/players/H/Harry_Alessio.html,Richmond (1915-1919),"Alessio, Harry",['Richmond (1915-1919)'],1915,1919
aless001,Alessio,Steven,https://afltables.com/afl/stats/players/S/Steven_Alessio.html,Essendon (1992-2003),"Alessio, Steven",['Essendon (1992-2003)'],1992,2003
alexc001,Alexander,Colin,https://afltables.com/afl/stats/players/C/Colin_Alexander.html,"Collingwood (1989-1991), Brisbane Bears (1992-1993)","Alexander, Colin","['Collingwood (1989-1991)', ' Brisbane Bears (1992-1993)']",1989,1993
alexh101,Alexander,Harold,https://afltables.com/afl/stats/players/H/Harold_Alexander.html,Sydney (1922-1926),"Alexander, Harold",['Sydney (1922-1926)'],1922,1926
alexh102,Alexander,Harry,https://afltables.com/afl/stats/players/H/Harry_Alexander.html,Sydney (1962-1964),"Alexander, Harry",['Sydney (1962-1964)'],1962,1964
alexj101,Alexander,Jim,https://afltables.com/afl/stats/players/J/Jim_Alexander.html,Essendon (1918-1919),"Alexander, Jim",['Essendon (1918-1919)'],1918,1919
alexr101,Alexander,Ron,https://afltables.com/afl/stats/players/R/Ron_Alexander.html,Fitzroy (1976-1981),"Alexander, Ron",['Fitzroy (1976-1981)'],1976,1981
alext101,Alexander,Terry,https://afltables.com/afl/stats/players/T/Terry_Alexander.html,Collingwood (1967-1969),"Alexander, Terry",['Collingwood (1967-1969)'],1967,1969
alexw101,Alexander,Wal,https://afltables.com/afl/stats/players/W/Wal_Alexander.html,"Carlton (1945-1947), Fitzroy (1948)","Alexander, Wal","['Carlton (1945-1947)', ' Fitzroy (1948)']",1945,1948
alfon101,Alford,Noel,https://afltables.com/afl/stats/players/N/Noel_Alford.html,North Melbourne (1952-1953),"Alford, Noel",['North Melbourne (1952-1953)'],1952,1953
aliia001,Aliir,Aliir,https://afltables.com/afl/stats/players/A/Aliir_Aliir.html,Sydney (2016-2019),"Aliir, Aliir",['Sydney (2016-2019)'],2016,2019
allaa101,Allan,Andy,https://afltables.com/afl/stats/players/A/Andy_Allan.html,St Kilda (1899),"Allan, Andy",['St Kilda (1899)'],1899,1899
allab101,Allan,Barry,https://afltables.com/afl/stats/players/B/Barry_Allan.html,North Melbourne (1962-1967),"Allan, Barry",['North Melbourne (1962-1967)'],1962,1967
allab002,Allan,Ben,https://afltables.com/afl/stats/players/B/Ben_Allan.html,"Hawthorn (1990-1994), Fremantle (1995-1997)","Allan, Ben","['Hawthorn (1990-1994)', ' Fremantle (1995-1997)']",1990,1997
allag002,Allan,Graeme,https://afltables.com/afl/stats/players/G/Graeme_Allan.html,"Fitzroy (1975-1980), Collingwood (1981-1986)","Allan, Graeme","['Fitzroy (1975-1980)', ' Collingwood (1981-1986)']",1975,1986
allaj101,Allan,John,https://afltables.com/afl/stats/players/J/John_Allan.html,Collingwood (1902-1903),"Allan, John",['Collingwood (1902-1903)'],1902,1903
allaj102,Allan,Johnny,https://afltables.com/afl/stats/players/J/Johnny_Allan.html,Essendon (1913),"Allan, Johnny",['Essendon (1913)'],1913,1913
allam002,Allan,Marcus,https://afltables.com/afl/stats/players/M/Marcus_Allan.html,Brisbane Lions (2006-2007),"Allan, Marcus",['Brisbane Lions (2006-2007)'],2006,2007
allam001,Allan,Matthew,https://afltables.com/afl/stats/players/M/Matthew_Allan.html,"Carlton (1994-2003), Essendon (2004-2005)","Allan, Matthew","['Carlton (1994-2003)', ' Essendon (2004-2005)']",1994,2005
allap101,Allan,Peter,https://afltables.com/afl/stats/players/P/Peter_Allan.html,St Kilda (1955),"Allan, Peter",['St Kilda (1955)'],1955,1955
allar101,Allan,Ron,https://afltables.com/afl/stats/players/R/Ron_Allan.html,North Melbourne (1946-1949),"Allan, Ron",['North Melbourne (1946-1949)'],1946,1949
allas101,Allan,Steven,https://afltables.com/afl/stats/players/S/Steven_Allan.html,St Kilda (1982),"Allan, Steven",['St Kilda (1982)'],1982,1982
allan101,Allanson,Noel,https://afltables.com/afl/stats/players/N/Noel_Allanson.html,Essendon (1947-1951),"Allanson, Noel",['Essendon (1947-1951)'],1947,1951
allag101,Allard,Gordon,https://afltables.com/afl/stats/players/G/Gordon_Allard.html,St Kilda (1900),"Allard, Gordon",['St Kilda (1900)'],1900,1900
alldd001,Allday,David,https://afltables.com/afl/stats/players/D/David_Allday.html,"Melbourne (1985-1986), Western Bulldogs (1988)","Allday, David","['Melbourne (1985-1986)', ' Western Bulldogs (1988)']",1985,1988
alleb102,Allen,Bert,https://afltables.com/afl/stats/players/B/Bert_Allen.html,Richmond (1912),"Allen, Bert",['Richmond (1912)'],1912,1912
alleb101,Allen,Bill,https://afltables.com/afl/stats/players/B/Bill_Allen.html,Melbourne (1910-1923),"Allen, Bill",['Melbourne (1910-1923)'],1910,1923
alleb103,Allen,Bob,https://afltables.com/afl/stats/players/B/Bob_Allen.html,Fitzroy (1926),"Allen, Bob",['Fitzroy (1926)'],1926,1926
alled101,Allen,Dick,https://afltables.com/afl/stats/players/D/Dick_Allen.html,Collingwood (1943),"Allen, Dick",['Collingwood (1943)'],1943,1943
alleg101,Allen,George,https://afltables.com/afl/stats/players/G/George_Allen.html,Sydney (1946-1948),"Allen, George",['Sydney (1946-1948)'],1946,1948
alleh102,Allen,Harry,https://afltables.com/afl/stats/players/H/Harry_Allen.html,Geelong (1914-1919),"Allen, Harry",['Geelong (1914-1919)'],1914,1919
allej101,Allen,Jack,https://afltables.com/afl/stats/players/J/Jack_Allen.html,Geelong (1907),"Allen, Jack",['Geelong (1907)'],1907,1907
allej004,Allen,Jackson,https://afltables.com/afl/stats/players/J/Jackson_Allen.html,Gold Coast (2012-2013),"Allen, Jackson",['Gold Coast (2012-2013)'],2012,2013
allej003,Allen,Jarryd,https://afltables.com/afl/stats/players/J/Jarryd_Allen.html,St Kilda (2008),"Allen, Jarryd",['St Kilda (2008)'],2008,2008
allej102,Allen,Jim,https://afltables.com/afl/stats/players/J/Jim_Allen.html,Geelong (1935),"Allen, Jim",['Geelong (1935)'],1935,1935
allel101,Allen,Les,https://afltables.com/afl/stats/players/L/Les_Allen.html,"Carlton (1930-1931), North Melbourne (1932-1934)","Allen, Les","['Carlton (1930-1931)', ' North Melbourne (1932-1934)']",1930,1934
alleo001,Allen,Oscar,https://afltables.com/afl/stats/players/O/Oscar_Allen.html,West Coast (2018-2019),"Allen, Oscar",['West Coast (2018-2019)'],2018,2019
aller101,Allen,Roy,https://afltables.com/afl/stats/players/R/Roy_Allen.html,Collingwood (1924),"Allen, Roy",['Collingwood (1924)'],1924,1924
alles002,Allen,Scott,https://afltables.com/afl/stats/players/S/Scott_Allen.html,Western Bulldogs (1994-1997),"Allen, Scott",['Western Bulldogs (1994-1997)'],1994,1997
allet003,Allen,Tim,https://afltables.com/afl/stats/players/T/Tim_Allen.html,"St Kilda (1991-1992), Hawthorn (1993-1994), Geelong (1995)","Allen, Tim","['St Kilda (1991-1992)', ' Hawthorn (1993-1994)', ' Geelong (1995)']",1991,1995
allet102,Allen,Tom,https://afltables.com/afl/stats/players/T/Tom_Allen.html,Richmond (1949-1952),"Allen, Tom",['Richmond (1949-1952)'],1949,1952
allet101,Allen,Tommy,https://afltables.com/afl/stats/players/T/Tommy_Allen.html,Sydney (1936-1938),"Allen, Tommy",['Sydney (1936-1938)'],1936,1938
alleh101,Allender,Henry,https://afltables.com/afl/stats/players/H/Henry_Allender.html,Carlton (1899),"Allender, Henry",['Carlton (1899)'],1899,1899
alles001,Allender,Stephen,https://afltables.com/afl/stats/players/S/Stephen_Allender.html,"Sydney (1981-1983), Hawthorn (1984)","Allender, Stephen","['Sydney (1981-1983)', ' Hawthorn (1984)']",1981,1984
allen101,Alley,Ned,https://afltables.com/afl/stats/players/N/Ned_Alley.html,Sydney (1902-1903),"Alley, Ned",['Sydney (1902-1903)'],1902,1903
allfg101,Allford,Grant,https://afltables.com/afl/stats/players/G/Grant_Allford.html,Richmond (1971-1973),"Allford, Grant",['Richmond (1971-1973)'],1971,1973
allib101,Allison,Bobby,https://afltables.com/afl/stats/players/B/Bobby_Allison.html,Sydney (1920-1926),"Allison, Bobby",['Sydney (1920-1926)'],1920,1926
allib002,Allison,Brett,https://afltables.com/afl/stats/players/B/Brett_Allison.html,"North Melbourne (1987-1999), Sydney (2000)","Allison, Brett","['North Melbourne (1987-1999)', ' Sydney (2000)']",1987,2000
allij002,Allison,Jacob,https://afltables.com/afl/stats/players/J/Jacob_Allison.html,Brisbane Lions (2017-2018),"Allison, Jacob",['Brisbane Lions (2017-2018)'],2017,2018
allin101,Allison,Neil,https://afltables.com/afl/stats/players/N/Neil_Allison.html,Hawthorn (1934-1939),"Allison, Neil",['Hawthorn (1934-1939)'],1934,1939
allit101,Allison,Tom,https://afltables.com/afl/stats/players/T/Tom_Allison.html,North Melbourne (1963-1970),"Allison, Tom",['North Melbourne (1963-1970)'],1963,1970
allij101,Allister,Jack,https://afltables.com/afl/stats/players/J/Jack_Allister.html,"Essendon (1938), North Melbourne (1941-1945)","Allister, Jack","['Essendon (1938)', ' North Melbourne (1941-1945)']",1938,1945
allsr101,Allsop,Ray,https://afltables.com/afl/stats/players/R/Ray_Allsop.html,Richmond (1955-1959),"Allsop, Ray",['Richmond (1955-1959)'],1955,1959
allst101,Allsop,Tom,https://afltables.com/afl/stats/players/T/Tom_Allsop.html,Hawthorn (1949-1954),"Allsop, Tom",['Hawthorn (1949-1954)'],1949,1954
alson101,Alsop,Noel,https://afltables.com/afl/stats/players/N/Noel_Alsop.html,Western Bulldogs (1937-1938),"Alsop, Noel",['Western Bulldogs (1937-1938)'],1937,1938
alsor101,Alsop,Ron,https://afltables.com/afl/stats/players/R/Ron_Alsop.html,Hawthorn (1944),"Alsop, Ron",['Hawthorn (1944)'],1944,1944
altmj101,Altmann,John,https://afltables.com/afl/stats/players/J/John_Altmann.html,Geelong (1944),"Altmann, John",['Geelong (1944)'],1944,1944
alvem101,Alves,Mark,https://afltables.com/afl/stats/players/M/Mark_Alves.html,Melbourne (1977),"Alves, Mark",['Melbourne (1977)'],1977,1977
