eventID,gameID,visiting_team,home_team,inning,batting_team,outs,balls,strikes,pitch_sequence,visitor_score,home_score,batterID,batter_hand,pitcherID,pitcher_hand,catcherID,1bID,2bID,3bID,ssID,lfID,cfID,rfID,runner1b,runner2b,runner3b
182,BAL201209300,BOS,BAL,6,BOS,2,2,1,BFBX,1,6,rossc001,R,saunj001,L,wietm001,reynm001,flahr001,machm001,hardj003,mclon001,jonea003,davic003,,,
183,BAL201209300,BOS,BAL,6,BOS,3,2,1,BFBX,1,6,gomem001,R,saunj001,L,wietm001,reynm001,flahr001,machm001,hardj003,mclon001,jonea003,davic003,,,
184,BAL201209300,BOS,BAL,6,BAL,1,0,0,X,1,6,reynm001,R,mortc003,R,lavar001,gomem001,pedrd001,valed001,iglej001,navad002,ellsj001,rossc001,,,
185,BAL201209300,BOS,BAL,6,BAL,2,1,2,CBSS,1,6,flahr001,L,mortc003,R,lavar001,gomem001,pedrd001,valed001,iglej001,navad002,ellsj001,rossc001,,,
186,BAL201209300,BOS,BAL,6,BAL,3,1,0,BX,1,6,machm001,R,mortc003,R,lavar001,gomem001,pedrd001,valed001,iglej001,navad002,ellsj001,rossc001,,,
187,BAL201209300,BOS,BAL,7,BOS,1,0,1,.SX,1,6,valed001,R,saunj001,L,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,davic003,,,
188,BAL201209300,BOS,BAL,7,BOS,1,1,1,FBX,1,6,lavar001,R,saunj001,L,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,davic003,lavar001,,
189,BAL201209300,BOS,BAL,7,BOS,1,0,0,X,3,6,navad002,B,saunj001,L,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,davic003,,,
190,BAL201209300,BOS,BAL,7,BOS,1,0,0,X,3,6,cirip001,R,saunj001,L,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,davic003,cirip001,,
191,BAL201209300,BOS,BAL,7,BOS,2,2,1,1B*BC1>B,3,6,iglej001,R,saunj001,L,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,davic003,,,
192,BAL201209300,BOS,BAL,7,BOS,3,3,2,1B*BC1>B.CX,3,6,iglej001,R,saunj001,L,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,davic003,,,
193,BAL201209300,BOS,BAL,7,BAL,0,0,0,.X,3,6,mclon001,L,carpc003,R,lavar001,gomem001,pedrd001,valed001,iglej001,navad002,ellsj001,rossc001,mclon001,,
194,BAL201209300,BOS,BAL,7,BAL,0,0,0,111>B,3,6,hardj003,R,carpc003,R,lavar001,gomem001,pedrd001,valed001,iglej001,navad002,ellsj001,rossc001,,mclon001,
195,BAL201209300,BOS,BAL,7,BAL,1,1,0,111>B.X,3,6,hardj003,R,carpc003,R,lavar001,gomem001,pedrd001,valed001,iglej001,navad002,ellsj001,rossc001,,,mclon001
196,BAL201209300,BOS,BAL,7,BAL,1,3,0,IIII,3,6,davic003,L,carpc003,R,lavar001,gomem001,pedrd001,valed001,iglej001,navad002,ellsj001,rossc001,davic003,,mclon001
197,BAL201209300,BOS,BAL,7,BAL,2,2,0,.*BBX,3,6,jonea003,R,carpc003,R,lavar001,gomem001,pedrd001,valed001,iglej001,navad002,ellsj001,rossc001,chave002,,mclon001
198,BAL201209300,BOS,BAL,8,BOS,1,3,2,.BBCFBT,3,6,ellsj001,L,saunj001,L,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,chave002,,,
199,BAL201209300,BOS,BAL,8,BOS,1,1,2,.BCSX,3,6,pedrd001,R,odayd001,R,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,chave002,pedrd001,,
200,BAL201209300,BOS,BAL,8,BOS,2,0,0,>C,3,6,rossc001,R,odayd001,R,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,chave002,,,
201,BAL201209300,BOS,BAL,8,BOS,3,3,2,>C.BBFBC,3,6,rossc001,R,odayd001,R,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,chave002,,,
202,BAL201209300,BOS,BAL,8,BAL,0,3,0,.BBBB,3,6,wietm001,B,padiv001,R,lavar001,gomem001,pedrd001,valed001,iglej001,navad002,ellsj001,rossc001,wietm001,,
203,BAL201209300,BOS,BAL,8,BAL,1,2,2,CBBFC,3,6,thomj002,L,padiv001,R,lavar001,gomem001,pedrd001,valed001,iglej001,navad002,ellsj001,rossc001,wietm001,,
204,BAL201209300,BOS,BAL,8,BAL,2,2,1,CBBX,3,6,reynm001,R,padiv001,R,lavar001,gomem001,pedrd001,valed001,iglej001,navad002,ellsj001,rossc001,wietm001,,
205,BAL201209300,BOS,BAL,9,BOS,1,1,0,..BX,3,6,podss001,L,johnj010,R,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,chave002,,,
206,BAL201209300,BOS,BAL,9,BOS,2,2,1,.BBCX,3,6,lonej001,L,johnj010,R,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,chave002,,,
207,BAL201209300,BOS,BAL,9,BOS,3,0,0,X,3,6,lavar001,R,johnj010,R,wietm001,reynm001,andir001,machm001,hardj003,mclon001,jonea003,chave002,,,
208,SEA201208150,TBA,SEA,1,TBA,1,2,1,CBBX,0,0,fulds001,L,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
209,SEA201208150,TBA,SEA,1,TBA,2,0,0,X,0,0,uptob001,R,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
210,SEA201208150,TBA,SEA,1,TBA,3,1,0,BX,0,0,joycm001,L,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
211,SEA201208150,TBA,SEA,1,SEA,0,0,0,X,0,0,ackld001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,ackld001,,
212,SEA201208150,TBA,SEA,1,SEA,2,1,0,1BX,0,0,saunm001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
213,SEA201208150,TBA,SEA,1,SEA,3,1,2,FSBX,0,0,montj003,R,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
214,SEA201208150,TBA,SEA,2,TBA,1,1,2,BCFS,0,0,longe001,R,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
215,SEA201208150,TBA,SEA,2,TBA,2,3,1,BBBCX,0,0,zobrb001,B,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
216,SEA201208150,TBA,SEA,2,TBA,3,0,0,X,0,0,penac001,L,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
217,SEA201208150,TBA,SEA,2,SEA,1,2,2,CBCBFFX,0,0,jasoj001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
218,SEA201208150,TBA,SEA,2,SEA,2,1,2,FSBX,0,0,seagk001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
219,SEA201208150,TBA,SEA,2,SEA,2,2,1,BSBX,0,0,smoaj001,B,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,smoaj001,,
220,SEA201208150,TBA,SEA,2,SEA,2,0,0,X,0,0,robit001,B,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,robit001,smoaj001,
221,SEA201208150,TBA,SEA,2,SEA,3,2,2,*BFFBX,0,0,thame001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,robit001,smoaj001,
222,SEA201208150,TBA,SEA,3,TBA,1,0,0,X,0,0,lobaj001,B,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
223,SEA201208150,TBA,SEA,3,TBA,2,1,2,CSBFS,0,0,johne002,B,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
224,SEA201208150,TBA,SEA,3,TBA,3,0,0,X,0,0,rodrs002,R,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
225,SEA201208150,TBA,SEA,3,SEA,0,2,2,SBSBX,0,0,ryanb002,R,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,ryanb002,,
226,SEA201208150,TBA,SEA,3,SEA,1,3,1,BC11BBX,0,0,ackld001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,ryanb002,,
227,SEA201208150,TBA,SEA,3,SEA,2,1,1,1FBX,0,0,saunm001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,ryanb002,,
228,SEA201208150,TBA,SEA,3,SEA,2,1,0,B>B,0,0,montj003,R,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,ryanb002
229,SEA201208150,TBA,SEA,3,SEA,2,2,0,B>B.X,0,1,montj003,R,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,montj003,,
230,SEA201208150,TBA,SEA,3,SEA,3,2,1,*BBCX,0,1,jasoj001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,montj003,,
231,SEA201208150,TBA,SEA,4,TBA,1,3,2,CTBBBX,0,1,fulds001,L,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
232,SEA201208150,TBA,SEA,4,TBA,2,2,2,BBFFS,0,1,uptob001,R,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
233,SEA201208150,TBA,SEA,4,TBA,3,2,2,BFBCS,0,1,joycm001,L,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
234,SEA201208150,TBA,SEA,4,SEA,1,0,1,CX,0,1,seagk001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
235,SEA201208150,TBA,SEA,4,SEA,2,1,2,CFBFS,0,1,smoaj001,B,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
236,SEA201208150,TBA,SEA,4,SEA,3,3,1,CBBBX,0,1,robit001,B,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
237,SEA201208150,TBA,SEA,5,TBA,1,1,1,BCX,0,1,longe001,R,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
238,SEA201208150,TBA,SEA,5,TBA,2,2,2,BFBTFFX,0,1,zobrb001,B,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
239,SEA201208150,TBA,SEA,5,TBA,3,1,2,FBFX,0,1,penac001,L,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
240,SEA201208150,TBA,SEA,5,SEA,1,3,2,BCFBBX,0,1,thame001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
241,SEA201208150,TBA,SEA,5,SEA,2,1,2,BCCX,0,1,ryanb002,R,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
242,SEA201208150,TBA,SEA,5,SEA,3,2,1,CBBX,0,1,ackld001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
243,SEA201208150,TBA,SEA,6,TBA,1,2,2,CBBCFS,0,1,lobaj001,B,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
244,SEA201208150,TBA,SEA,6,TBA,2,0,2,SSS,0,1,johne002,B,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
245,SEA201208150,TBA,SEA,6,TBA,3,2,2,CSBFBS,0,1,rodrs002,R,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
246,SEA201208150,TBA,SEA,6,SEA,1,0,0,X,0,1,saunm001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
247,SEA201208150,TBA,SEA,6,SEA,2,1,2,BCCX,0,1,montj003,R,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
248,SEA201208150,TBA,SEA,6,SEA,2,1,2,STFBFFX,0,1,jasoj001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,jasoj001,
249,SEA201208150,TBA,SEA,6,SEA,3,1,2,SSBX,0,1,seagk001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,jasoj001,
250,SEA201208150,TBA,SEA,7,TBA,1,2,2,CSBBX,0,1,fulds001,L,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
251,SEA201208150,TBA,SEA,7,TBA,2,1,1,SBX,0,1,uptob001,R,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
252,SEA201208150,TBA,SEA,7,TBA,3,3,2,C.BSBFFBX,0,1,joycm001,L,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
253,SEA201208150,TBA,SEA,7,SEA,1,3,2,BSFBFBX,0,1,smoaj001,B,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
254,SEA201208150,TBA,SEA,7,SEA,2,1,0,BX,0,1,robit001,B,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
255,SEA201208150,TBA,SEA,7,SEA,2,3,2,BCBFFBB,0,1,thame001,L,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,thame001,,
256,SEA201208150,TBA,SEA,7,SEA,3,2,2,B1BC1FFF1FFX,0,1,ryanb002,R,hellj001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,thame001,,
257,SEA201208150,TBA,SEA,8,TBA,1,1,2,CSBS,0,1,longe001,R,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
258,SEA201208150,TBA,SEA,8,TBA,2,1,2,CBFS,0,1,zobrb001,B,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
259,SEA201208150,TBA,SEA,8,TBA,3,1,2,BSSFS,0,1,penac001,L,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
260,SEA201208150,TBA,SEA,8,SEA,1,2,1,.BFBX,0,1,ackld001,L,farnk001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
261,SEA201208150,TBA,SEA,8,SEA,2,2,2,BCFFBX,0,1,saunm001,L,farnk001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
262,SEA201208150,TBA,SEA,8,SEA,3,2,2,SBCBT,0,1,montj003,R,farnk001,R,lobaj001,penac001,zobrb001,rodrs002,johne002,fulds001,uptob001,joycm001,,,
263,SEA201208150,TBA,SEA,9,TBA,1,1,2,.BSCFFS,0,1,jennd002,R,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
264,SEA201208150,TBA,SEA,9,TBA,2,1,2,.BCSX,0,1,keppj001,R,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
265,SEA201208150,TBA,SEA,9,TBA,3,2,2,BBSCC,0,1,rodrs002,R,hernf002,R,jasoj001,smoaj001,ackld001,seagk001,ryanb002,robit001,saunm001,thame001,,,
266,BAL201304210,LAN,BAL,1,LAN,1,0,2,CSS,0,0,crawc002,L,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
267,BAL201304210,LAN,BAL,1,LAN,2,2,2,CBCBFFS,0,0,ellim001,R,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
268,BAL201304210,LAN,BAL,1,LAN,3,1,2,CBFX,0,0,gonza003,L,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
269,BAL201304210,LAN,BAL,1,BAL,0,1,2,CCBX,0,0,mclon001,L,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,mclon001,,
270,BAL201304210,LAN,BAL,1,BAL,0,0,0,B,0,0,machm001,R,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,mclon001,
271,BAL201304210,LAN,BAL,1,BAL,1,3,2,B.BFCBS,0,0,machm001,R,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,mclon001,
272,BAL201304210,LAN,BAL,1,BAL,1,3,2,BBFBCX,0,1,markn001,L,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,markn001,,
273,BAL201304210,LAN,BAL,1,BAL,1,0,1,FH,0,1,jonea003,R,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,jonea003,markn001,
274,BAL201304210,LAN,BAL,1,BAL,1,2,2,BBFFX,0,1,davic003,L,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,davic003,jonea003,markn001
275,BAL201304210,LAN,BAL,1,BAL,2,3,2,C*BFBBT,0,1,wietm001,B,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,davic003,jonea003,markn001
276,BAL201304210,LAN,BAL,1,BAL,2,1,1,BCX,0,3,hardj003,R,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,hardj003,
277,BAL201304210,LAN,BAL,1,BAL,3,1,1,BCX,0,3,flahr001,L,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,hardj003,
278,BAL201304210,LAN,BAL,2,LAN,1,2,2,BCBFX,0,3,kempm001,R,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
279,BAL201304210,LAN,BAL,2,LAN,2,1,0,BX,0,3,ethia001,L,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
280,BAL201304210,LAN,BAL,2,LAN,3,0,1,CX,0,3,hairj002,R,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
281,BAL201304210,LAN,BAL,2,BAL,1,3,2,CCBBBX,0,3,reimn001,R,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
282,BAL201304210,LAN,BAL,2,BAL,2,1,1,BCX,0,3,mclon001,L,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
283,BAL201304210,LAN,BAL,2,BAL,3,3,2,BCCFBBS,0,3,machm001,R,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
284,BAL201304210,LAN,BAL,3,LAN,0,3,2,CBBBFB,0,3,ellia001,R,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,ellia001,,
285,BAL201304210,LAN,BAL,3,LAN,0,2,0,BBX,0,3,schus001,L,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,schus001,,ellia001
286,BAL201304210,LAN,BAL,3,LAN,1,1,2,C*B1SS,0,3,sellj002,R,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,schus001,,ellia001
287,BAL201304210,LAN,BAL,3,LAN,1,3,2,BBF1S*BFB,0,3,crawc002,L,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,crawc002,schus001,ellia001
288,BAL201304210,LAN,BAL,3,LAN,2,2,2,BBCCX,1,3,ellim001,R,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,crawc002,schus001,
289,BAL201304210,LAN,BAL,3,LAN,2,3,2,BFFBB>F>F>B,1,3,gonza003,L,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,gonza003,crawc002,schus001
290,BAL201304210,LAN,BAL,3,LAN,3,1,2,C*BFS,1,3,kempm001,R,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,gonza003,crawc002,schus001
291,BAL201304210,LAN,BAL,3,BAL,1,0,1,CX,1,3,markn001,L,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
292,BAL201304210,LAN,BAL,3,BAL,1,0,0,X,1,4,jonea003,R,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
293,BAL201304210,LAN,BAL,3,BAL,1,0,1,SX,1,4,davic003,L,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,davic003,,
294,BAL201304210,LAN,BAL,3,BAL,2,1,0,BX,1,4,wietm001,B,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,davic003,,
295,BAL201304210,LAN,BAL,4,LAN,1,1,2,CFBS,1,4,ethia001,L,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
296,BAL201304210,LAN,BAL,4,LAN,2,2,2,BCFBX,1,4,hairj002,R,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
297,BAL201304210,LAN,BAL,4,LAN,3,3,2,CCBBBS,1,4,ellia001,R,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
298,BAL201304210,LAN,BAL,4,BAL,1,1,2,CFBX,1,4,hardj003,R,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
299,BAL201304210,LAN,BAL,4,BAL,2,2,2,BBCFS,1,4,flahr001,L,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
300,BAL201304210,LAN,BAL,4,BAL,3,1,2,BCCS,1,4,reimn001,R,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
301,BAL201304210,LAN,BAL,5,LAN,0,3,0,BBBB,1,4,schus001,L,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,schus001,,
302,BAL201304210,LAN,BAL,5,LAN,0,2,1,CBB1H,1,4,sellj002,R,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,sellj002,schus001,
303,BAL201304210,LAN,BAL,5,LAN,0,3,0,BBBB,1,4,crawc002,L,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,crawc002,sellj002,schus001
304,BAL201304210,LAN,BAL,5,LAN,0,0,2,FCFX,3,4,ellim001,R,arrij001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,ellim001,,crawc002
305,BAL201304210,LAN,BAL,5,LAN,0,0,2,.CCX,4,4,gonza003,L,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,gonza003,ellim001
306,BAL201304210,LAN,BAL,5,LAN,0,2,0,BBX,5,4,kempm001,R,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,kempm001,,gonza003
307,BAL201304210,LAN,BAL,5,LAN,1,3,2,FSBBBS,5,4,ethia001,L,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,kempm001,gonza003
308,BAL201304210,LAN,BAL,5,LAN,2,0,1,CX,5,4,hairj002,R,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,kempm001,gonza003
309,BAL201304210,LAN,BAL,5,LAN,2,3,2,CBB*BCB,5,4,ellia001,R,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,ellia001,kempm001,gonza003
310,BAL201304210,LAN,BAL,5,LAN,3,1,2,.CBCFX,5,4,hernr002,R,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,ellia001,kempm001,gonza003
311,BAL201304210,LAN,BAL,5,BAL,0,3,1,.BBCBB,5,4,mclon001,L,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,mclon001,,
312,BAL201304210,LAN,BAL,5,BAL,1,0,1,CX,5,4,machm001,R,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,mclon001,,
313,BAL201304210,LAN,BAL,5,BAL,1,0,1,CX,5,4,markn001,L,fifes001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,markn001,,
314,BAL201304210,LAN,BAL,5,BAL,1,1,1,.B1FX,5,4,jonea003,R,howej003,L,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,jonea003,markn001,
315,BAL201304210,LAN,BAL,5,BAL,2,0,2,FSS,5,4,davic003,L,howej003,L,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,jonea003,markn001,
316,BAL201304210,LAN,BAL,6,LAN,1,0,0,X,5,4,sellj002,R,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
317,BAL201304210,LAN,BAL,6,LAN,1,3,1,BSBBB,5,4,crawc002,L,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,crawc002,,
318,BAL201304210,LAN,BAL,6,LAN,2,2,2,BC+1111BF1S,5,4,ellim001,R,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,crawc002,,
319,BAL201304210,LAN,BAL,6,LAN,3,1,1,CBX,5,4,gonza003,L,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,crawc002,,
320,BAL201304210,LAN,BAL,6,BAL,1,2,2,.BBCFX,5,4,wietm001,B,guerm001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
321,BAL201304210,LAN,BAL,6,BAL,2,1,2,CBTFX,5,4,hardj003,R,guerm001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
322,BAL201304210,LAN,BAL,6,BAL,2,3,2,BBSBCFFFB,5,4,flahr001,L,guerm001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,flahr001,,
323,BAL201304210,LAN,BAL,6,BAL,3,1,0,1B1X,5,4,reimn001,R,guerm001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,flahr001,,
