id,attendance,date,daynight,fieldcond,hometeam,howscored,lp,number,oscorer,pitches,precip,save,site,sky,starttime,temp,timeofgame,ump1b,ump2b,ump3b,umphome,umplf,umprf,usedh,visteam,winddir,windspeed,wp
MIA201308160,26166,2013-08-16,night,dry,MIA,park,eovan001,0.0,jernr701,pitches,none,,MIA02,dome,7:11PM,79,0 days 03:43:00.000000000,rackd901,vanol901,randt901,gormb901,,,false,SFN,unknown,0,rosas001
MIA201308170,24653,2013-08-17,night,dry,MIA,park,alvah001,0.0,jernr701,pitches,none,romos001,MIA02,dome,7:12PM,78,0 days 03:01:00.000000000,vanol901,randt901,gormb901,rackd901,,,false,SFN,unknown,0,cainm001
MIA201308180,23113,2013-08-18,day,dry,MIA,park,rosas001,0.0,jernr701,pitches,none,cishs001,MIA02,dome,1:11PM,83,0 days 03:28:00.000000000,randt901,gormb901,rackd901,vanol901,,,false,SFN,unknown,0,qualc001
MIA201308190,27127,2013-08-19,night,dry,MIA,park,ryu-h001,0.0,jernr701,pitches,none,,MIA02,dome,7:12PM,77,0 days 02:53:00.000000000,wolcq901,hoyej901,reynj901,hirsj901,,,false,LAN,unknown,0,fernj003
MIA201308200,25690,2013-08-20,night,dry,MIA,park,jennd003,0.0,jernr701,pitches,none,jansk001,MIA02,dome,7:10PM,79,0 days 03:29:00.000000000,hoyej901,reynj901,hirsj901,wolcq901,,,false,LAN,unknown,0,withc001
MIA201308210,24996,2013-08-21,night,dry,MIA,park,eovan001,0.0,jernr701,pitches,none,jansk001,MIA02,dome,7:11PM,78,0 days 02:48:00.000000000,reynj901,hirsj901,wolcq901,hoyej901,,,false,LAN,unknown,0,greiz001
MIA201308220,25609,2013-08-22,day,dry,MIA,park,alvah001,0.0,jernr701,pitches,none,,MIA02,dome,12:42PM,78,0 days 02:44:00.000000000,hirsj901,wolcq901,hoyej901,reynj901,,,false,LAN,unknown,0,kersc001
MIA201308230,19253,2013-08-23,night,dry,MIA,park,qualc001,0.0,jernr701,pitches,none,brotr001,MIA02,dome,7:11PM,76,0 days 02:44:00.000000000,fleta901,drakr901,westj901,holbs901,,,false,COL,unknown,0,chacj001
MIA201308240,23333,2013-08-24,night,dry,MIA,park,mansj001,0.0,jernr701,pitches,none,cishs001,MIA02,dome,7:10PM,79,0 days 02:30:00.000000000,drakr901,westj901,holbs901,fleta901,,,false,COL,unknown,0,fernj003
MIA201308250,20191,2013-08-25,day,dry,MIA,park,turnj002,0.0,jernr701,pitches,none,brotr001,MIA02,dome,1:10PM,76,0 days 03:16:00.000000000,westj901,holbs901,fleta901,drakr901,,,false,COL,unknown,0,delaj001
MIA201309060,25118,2013-09-06,night,dry,MIA,park,hared001,0.0,jernr701,pitches,none,,MIA02,dome,7:11PM,80,0 days 02:31:00.000000000,barkl901,cedeg901,herna901,danlk901,,,false,WAS,unknown,0,fernj003
MIA201309070,28336,2013-09-07,night,dry,MIA,park,eovan001,0.0,jernr701,pitches,none,,MIA02,dome,7:12PM,78,0 days 03:01:00.000000000,cedeg901,herna901,danlk901,barkl901,,,false,WAS,unknown,0,roart001
MIA201309080,18990,2013-09-08,day,dry,MIA,park,turnj002,0.0,jernr701,pitches,none,sorir001,MIA02,dome,1:11PM,78,0 days 03:07:00.000000000,herna901,danlk901,barkl901,cedeg901,,,false,WAS,unknown,0,stras001
MIA201309090,18503,2013-09-09,night,dry,MIA,park,alvah001,0.0,jernr701,pitches,none,kimbc001,MIA02,dome,7:13PM,78,0 days 02:46:00.000000000,westj901,holbs901,fleta901,drakr901,,,false,ATL,unknown,0,medlk001
MIA201309100,19095,2013-09-10,night,dry,MIA,park,koeht001,0.0,jernr701,pitches,none,kimbc001,MIA02,dome,7:12PM,76,0 days 03:13:00.000000000,holbs901,fleta901,drakr901,westj901,,,false,ATL,unknown,0,tehej001
MIA201309110,25111,2013-09-11,night,dry,MIA,park,minom001,0.0,jernr701,pitches,none,,MIA02,dome,7:12PM,76,0 days 02:42:00.000000000,fleta901,drakr901,westj901,holbs901,,,false,ATL,unknown,0,fernj003
MIA201309120,15274,2013-09-12,day,dry,MIA,park,flynb001,0.0,jernr701,pitches,none,,MIA02,dome,12:41PM,75,0 days 02:36:00.000000000,drakr901,westj901,holbs901,fleta901,,,false,ATL,unknown,0,garcf002
MIA201309230,18627,2013-09-23,night,dry,MIA,park,hallr001,0.0,mcdob701,pitches,none,,MIA02,dome,7:12PM,77,0 days 03:02:00.000000000,ticht901,bakej902,buckc901,scotd901,,,false,PHI,unknown,0,eovan001
MIA201309240,19375,2013-09-24,night,dry,MIA,park,alvah001,0.0,mccac701,pitches,none,papej001,MIA02,dome,7:12PM,78,0 days 02:55:00.000000000,bakej902,buckc901,scotd901,ticht901,,,false,PHI,unknown,0,stutm001
MIA201309250,19180,2013-09-25,night,dry,MIA,park,marte002,0.0,mccac701,pitches,none,cishs001,MIA02,dome,7:12PM,79,0 days 02:54:00.000000000,buckc901,scotd901,ticht901,bakej902,,,false,PHI,unknown,0,qualc001
MIA201309270,26992,2013-09-27,night,unknown,MIA,park,alvaj003,0.0,jernr701,pitches,unknown,cishs001,MIA02,cloudy,7:11PM,84,0 days 02:51:00.000000000,barkl901,kulpr901,guccc901,hallt901,,,false,DET,fromlf,14,koeht001
MIA201309280,28750,2013-09-28,night,dry,MIA,park,reede002,0.0,jernr701,pitches,none,,MIA02,dome,7:11PM,78,0 days 03:33:00.000000000,kulpr901,guccc901,hallt901,barkl901,,,false,DET,unknown,0,cishs001
MIA201309290,28315,2013-09-29,day,dry,MIA,park,putkl001,0.0,jernr701,pitches,none,,MIA02,dome,1:10PM,75,0 days 02:06:00.000000000,guccc901,hallt901,barkl901,kulpr901,,,false,DET,unknown,0,alvah001
MIN201304010,38282,2013-04-01,day,unknown,MIN,park,worlv001,0.0,wongg701,pitches,unknown,cokep001,MIN04,sunny,3:17PM,35,0 days 03:28:00.000000000,wolfj901,hicke901,blasc901,joycj901,,,true,DET,tocf,17,verlj001
MIN201304030,22963,2013-04-03,day,unknown,MIN,park,cokep001,0.0,wongg701,pitches,unknown,,MIN04,sunny,3:10PM,46,0 days 03:01:00.000000000,hicke901,blasc901,joycj901,wolfj901,,,true,DET,rtol,18,perkg001
MIN201304040,24752,2013-04-04,day,unknown,MIN,park,porcr001,0.0,wongg701,pitches,unknown,,MIN04,cloudy,12:11PM,46,0 days 03:32:00.000000000,blasc901,joycj901,wolfj901,hicke901,,,true,DET,torf,13,pelfm001
MIN201304120,23735,2013-04-12,night,unknown,MIN,park,worlv001,0.0,thors701,pitches,unknown,,MIN04,unknown,7:11PM,34,0 days 03:24:00.000000000,fostm901,barrs901,welkt901,everm901,,,true,NYN,ltor,7,niesj001
MIN201304130,28804,2013-04-13,day,unknown,MIN,park,diams001,0.0,wongg701,pitches,unknown,parnb001,MIN04,overcast,3:11PM,35,0 days 02:40:00.000000000,barrs901,welkt901,everm901,fostm901,,,true,NYN,torf,12,harvm001
MIN201304150,23535,2013-04-15,night,unknown,MIN,park,blanj001,0.0,wongg701,pitches,unknown,,MIN04,unknown,7:11PM,38,0 days 02:49:00.000000000,nauep901,fleta901,holbs901,conrc901,,,true,ANA,rtol,16,corrk001
MIN201304160,23299,2013-04-16,night,unknown,MIN,park,vargj001,0.0,thors701,pitches,unknown,perkg001,MIN04,cloudy,7:11PM,45,0 days 03:30:00.000000000,fleta901,holbs901,conrc901,nauep901,,,true,ANA,fromlf,7,pelfm001
MIN201304231,25716,2013-04-23,day,unknown,MIN,park,fernj003,1.0,wongg701,pitches,unknown,perkg001,MIN04,cloudy,1:11PM,38,0 days 02:26:00.000000000,rackd901,reybd901,carav901,cedeg901,,,true,MIA,torf,9,corrk001
MIN201304232,23300,2013-04-23,night,unknown,MIN,park,pelfm001,2.0,wongg701,pitches,unknown,cishs001,MIN04,sunny,7:10PM,42,0 days 03:41:00.000000000,reybd901,carav901,rackd901,barkl901,,,true,MIA,torf,11,nolar001
MIN201304250,25459,2013-04-25,night,unknown,MIN,park,worlv001,0.0,thors701,pitches,unknown,nathj001,MIN04,sunny,7:11PM,51,0 days 02:53:00.000000000,barrt901,marqa901,dimum901,belld901,,,true,TEX,tolf,5,tepen001
MIN201304260,27404,2013-04-26,night,unknown,MIN,park,diams001,0.0,wongg701,pitches,unknown,nathj001,MIN04,cloudy,7:11PM,71,0 days 02:46:00.000000000,marqa901,dimum901,belld901,barrt901,,,true,TEX,torf,11,grimj002
MIN201304270,37503,2013-04-27,day,unknown,MIN,park,holld003,0.0,wongg701,pitches,unknown,,MIN04,cloudy,3:12PM,73,0 days 02:51:00.000000000,dimum901,belld901,barrt901,marqa901,,,true,TEX,rtol,11,hernp001
MIN201304280,35751,2013-04-28,day,unknown,MIN,park,ogana001,0.0,thors701,pitches,unknown,,MIN04,unknown,1:12PM,74,0 days 02:35:00.000000000,belld901,barrt901,marqa901,dimum901,,,true,TEX,rtol,24,corrk001
MIN201305100,31360,2013-05-10,night,unknown,MIN,park,swara001,0.0,thors701,pitches,unknown,johnj010,MIN04,cloudy,7:12PM,67,0 days 03:38:00.000000000,darlg901,hudsm901,mealj901,drecb901,,,true,BAL,tolf,12,huntt002
MIN201305110,32221,2013-05-11,night,unknown,MIN,park,johns001,0.0,thors701,pitches,unknown,burtj001,MIN04,cloudy,6:11PM,53,0 days 02:45:00.000000000,hudsm901,mealj901,drecb901,darlg901,,,true,BAL,ltor,25,worlv001
MIN201305120,34320,2013-05-12,day,unknown,MIN,park,diams001,0.0,wongg701,pitches,unknown,,MIN04,sunny,1:12PM,52,0 days 02:55:00.000000000,mealj901,drecb901,darlg901,hudsm901,,,true,BAL,torf,15,chenw001
MIN201305130,25605,2013-05-13,night,unknown,MIN,park,santh001,0.0,thors701,pitches,unknown,,MIN04,sunny,7:13PM,72,0 days 02:51:00.000000000,bakej902,belld901,bellw901,gonzm901,,,true,CHA,rtol,17,hernp001
MIN201305140,32023,2013-05-14,night,unknown,MIN,park,corrk001,0.0,thors701,pitches,unknown,reeda001,MIN04,sunny,7:10PM,92,0 days 02:44:00.000000000,belld901,bellw901,gonzm901,bakej902,,,true,CHA,tolf,18,peavj001
MIN201305150,35613,2013-05-15,day,unknown,MIN,park,pelfm001,0.0,wongg701,pitches,unknown,,MIN04,cloudy,12:11PM,67,0 days 03:26:00.000000000,bellw901,gonzm901,bakej902,belld901,,,true,CHA,unknown,0,axeld001
MIN201305170,30210,2013-05-17,night,unknown,MIN,park,roenj001,0.0,thors701,pitches,unknown,uehak001,MIN04,overcast,7:11PM,59,0 days 03:24:00.000000000,schrp901,fairc901,kellj901,coope901,,,true,BOS,fromcf,13,wilsa001
MIN201305180,36967,2013-05-18,night,unknown,MIN,park,diams001,0.0,thors701,pitches,unknown,,MIN04,cloudy,6:11PM,81,0 days 03:53:00.000000000,fairc901,kellj901,coope901,schrp901,,,true,BOS,rtol,11,bresc001
MIN201305190,33042,2013-05-19,day,unknown,MIN,park,hernp001,0.0,wongg701,pitches,unknown,,MIN04,cloudy,1:12PM,80,0 days 03:15:00.000000000,kellj901,coope901,schrp901,fairc901,,,true,BOS,rtol,13,lackj001
MIN201305290,31359,2013-05-29,night,unknown,MIN,park,estrm001,0.0,thors701,pitches,unknown,perkg001,MIN04,overcast,7:11PM,74,0 days 02:32:00.000000000,bakej902,demud901,eddid901,herna901,,,true,MIL,fromlf,15,dedus001
MIN201305300,32688,2013-05-30,night,unknown,MIN,park,lohsk001,0.0,wongg701,pitches,unknown,burtj001,MIN04,overcast,7:10PM,74,0 days 02:57:00.000000000,demud901,eddid901,herna901,bakej902,,,true,MIL,rtol,15,waltp001
MIN201305310,31430,2013-05-31,night,unknown,MIN,park,pelfm001,0.0,thors701,pitches,unknown,wilht001,MIN04,overcast,7:10PM,72,0 days 02:53:00.000000000,mcclt901,hudsm901,bellw901,barrl901,,,true,SEA,rtol,14,iwakh001
MIN201306010,33417,2013-06-01,day,unknown,MIN,park,wilht001,0.0,thors701,pitches,unknown,,MIN04,cloudy,12:10PM,68,0 days 03:05:00.000000000,hudsm901,bellw901,barrl901,mcclt901,,,true,SEA,rtol,7,thiec001
MIN201306020,34876,2013-06-02,day,unknown,MIN,park,bondj001,0.0,wongg701,pitches,unknown,,MIN04,cloudy,1:13PM,60,0 days 02:40:00.000000000,bellw901,barrl901,mcclt901,hudsm901,,,true,SEA,ltor,8,diams001
MIN201306110,30104,2013-06-11,night,unknown,MIN,park,adamm001,0.0,thors701,pitches,unknown,perkg001,MIN04,unknown,7:10PM,77,0 days 02:31:00.000000000,rackd901,drecb901,darlg901,emmep901,,,true,PHI,ltor,4,duenb001
MIN201306120,28910,2013-06-12,night,unknown,MIN,park,basta001,0.0,wongg701,pitches,unknown,perkg001,MIN04,cloudy,7:11PM,74,0 days 02:55:00.000000000,drecb901,darlg901,emmep901,rackd901,,,true,PHI,ltor,10,duenb001
MIN201306130,28519,2013-06-13,night,unknown,MIN,park,burtj001,0.0,wongg701,pitches,unknown,papej001,MIN04,cloudy,7:11PM,78,0 days 02:54:00.000000000,darlg901,emmep901,rackd901,drecb901,,,true,PHI,ltor,8,lee-c003
MIN201306140,29571,2013-06-14,night,unknown,MIN,park,diams001,0.0,wongg701,pitches,unknown,,MIN04,unknown,7:42PM,76,0 days 02:49:00.000000000,davib902,hoyej901,reynj901,hirsj901,,,true,DET,fromrf,11,porcr001
MIN201306150,35017,2013-06-15,night,unknown,MIN,park,downd001,0.0,thors701,pitches,unknown,perkg001,MIN04,cloudy,6:15PM,68,0 days 02:42:00.000000000,hoyej901,reynj901,hirsj901,davib902,,,true,DET,unknown,8,dedus001
MIN201306160,39317,2013-06-16,day,unknown,MIN,park,waltp001,0.0,wongg701,pitches,unknown,benoj001,MIN04,cloudy,1:11PM,82,0 days 02:42:00.000000000,reynj901,hirsj901,davib902,hoyej901,,,true,DET,torf,9,fistd001
MIN201306180,30387,2013-06-18,night,unknown,MIN,park,tronr001,0.0,thors701,pitches,unknown,perkg001,MIN04,cloudy,7:11PM,73,0 days 02:57:00.000000000,blasc901,tumpj901,nelsj901,joycj901,,,true,CHA,rtol,9,burtj001
MIN201306190,30003,2013-06-19,night,unknown,MIN,park,salec001,0.0,thors701,pitches,unknown,perkg001,MIN04,cloudy,7:10PM,83,0 days 03:00:00.000000000,nelsj901,hicke901,joycj901,blasc901,,,true,CHA,fromrf,10,corrk001
MIN201306200,35837,2013-06-20,day,unknown,MIN,park,dankj001,0.0,wongg701,pitches,unknown,,MIN04,overcast,12:11PM,82,0 days 03:06:00.000000000,hicke901,joycj901,blasc901,nelsj901,,,true,CHA,ltor,12,diams001
MIN201306270,28040,2013-06-27,night,unknown,MIN,park,guthj001,0.0,wongg701,pitches,unknown,perkg001,MIN04,cloudy,7:11PM,84,0 days 02:29:00.000000000,guccc901,kulpr901,hallt901,cuzzp901,,,true,KCA,torf,22,dedus001
MIN201306280,28916,2013-06-28,night,unknown,MIN,park,waltp001,0.0,wongg701,pitches,unknown,,MIN04,unknown,7:36PM,72,0 days 02:55:00.000000000,kulpr901,hallt901,cuzzp901,guccc901,,,true,KCA,ltor,9,shiej002
MIN201306290,36881,2013-06-29,day,unknown,MIN,park,daviw001,0.0,thors701,pitches,unknown,,MIN04,unknown,3:11PM,75,0 days 02:53:00.000000000,hallt901,cuzzp901,guccc901,kulpr901,,,true,KCA,fromlf,18,gibsk002
MIN201306300,34232,2013-06-30,day,unknown,MIN,park,burtj001,0.0,thors701,pitches,unknown,hollg001,MIN04,cloudy,1:13PM,78,0 days 03:02:00.000000000,cuzzp901,guccc901,kulpr901,hallt901,,,true,KCA,ltor,13,crowa001
MIN201307010,29619,2013-07-01,night,unknown,MIN,park,burtj001,0.0,thors701,pitches,unknown,,MIN04,cloudy,7:12PM,83,0 days 03:22:00.000000000,blasc901,nelsj901,hicke901,joycj901,,,true,NYA,fromlf,13,chamj002
MIN201307020,29029,2013-07-02,night,unknown,MIN,park,dedus001,0.0,wongg701,pitches,unknown,rivem002,MIN04,cloudy,7:11PM,82,0 days 03:12:00.000000000,nelsj901,hicke901,joycj901,blasc901,,,true,NYA,ltor,8,hughp001
MIN201307030,38457,2013-07-03,night,unknown,MIN,park,waltp001,0.0,thors701,pitches,unknown,rivem002,MIN04,cloudy,7:11PM,83,0 days 02:49:00.000000000,hicke901,joycj901,blasc901,nelsj901,,,true,NYA,fromrf,5,sabac001
MIN201307040,38260,2013-07-04,day,unknown,MIN,park,gibsk002,0.0,thors701,pitches,unknown,,MIN04,cloudy,1:10PM,83,0 days 03:29:00.000000000,joycj901,blasc901,nelsj901,hicke901,,,true,NYA,rtol,10,pheld001
MIN201307190,36280,2013-07-19,night,unknown,MIN,park,smitj002,0.0,wongg701,pitches,unknown,perkg001,MIN04,cloudy,7:11PM,84,0 days 02:59:00.000000000,darlg901,mealj901,drecb901,conrc901,,,true,CLE,tocf,15,fienc001
MIN201307200,38626,2013-07-20,night,unknown,MIN,park,hillr001,0.0,wongg701,pitches,unknown,perkg001,MIN04,sunny,6:10PM,79,0 days 02:57:00.000000000,mealj901,drecb901,conrc901,darlg901,,,true,CLE,fromlf,10,corrk001
MIN201307210,31753,2013-07-21,day,unknown,MIN,park,diams001,0.0,wongg701,pitches,unknown,,MIN04,cloudy,1:14PM,75,0 days 02:38:00.000000000,drecb901,conrc901,darlg901,mealj901,,,true,CLE,fromlf,7,mastj001
MIN201307300,33085,2013-07-30,night,unknown,MIN,park,pelfm001,0.0,thors701,pitches,unknown,,MIN04,overcast,7:11PM,72,0 days 03:02:00.000000000,nauep901,eddid901,demud901,herna901,,,true,KCA,unknown,6,sante001
MIN201307310,32789,2013-07-31,night,unknown,MIN,park,thiec001,0.0,thors701,pitches,unknown,hollg001,MIN04,cloudy,7:10PM,80,0 days 03:20:00.000000000,eddid901,demud901,herna901,nauep901,,,true,KCA,torf,22,guthj001
MIN201308010,35448,2013-08-01,day,unknown,MIN,park,diams001,0.0,wongg701,pitches,unknown,,MIN04,cloudy,12:11PM,78,0 days 03:00:00.000000000,demud901,herna901,nauep901,eddid901,,,true,KCA,torf,11,shiej002
MIN201308020,30633,2013-08-02,night,unknown,MIN,park,keucd001,0.0,thors701,pitches,unknown,,MIN04,cloudy,7:11PM,78,0 days 04:28:00.000000000,reybd901,reynj901,hirsj901,davib902,,,true,HOU,ltor,8,presr001
MIN201308030,38078,2013-08-03,night,unknown,MIN,park,harrl002,0.0,thors701,pitches,unknown,perkg001,MIN04,cloudy,6:11PM,76,0 days 03:24:00.000000000,reynj901,hirsj901,davib902,hoyej901,,,true,HOU,torf,14,duenb001
MIN201308040,34780,2013-08-04,day,unknown,MIN,park,peacb001,0.0,thors701,pitches,unknown,perkg001,MIN04,overcast,1:13PM,72,0 days 03:03:00.000000000,hirsj901,davib902,hoyej901,reynj901,,,true,HOU,ltor,4,thiec001
MIN201308120,30922,2013-08-12,night,unknown,MIN,park,salad001,0.0,thors701,pitches,unknown,,MIN04,unknown,7:11PM,77,0 days 02:21:00.000000000,hamaa901,fleta901,drakr901,holbs901,,,true,CLE,torf,18,albea001
MIN201308130,29806,2013-08-13,night,unknown,MIN,park,dedus001,0.0,thors701,pitches,unknown,perec002,MIN04,cloudy,7:11PM,74,0 days 02:32:00.000000000,fleta901,drakr901,holbs901,hamaa901,,,true,CLE,torf,12,mcalz001
MIN201308140,35133,2013-08-14,day,unknown,MIN,park,presr001,0.0,wongg701,pitches,unknown,smitj002,MIN04,cloudy,12:11PM,73,0 days 04:20:00.000000000,drakr901,holbs901,hamaa901,fleta901,,,true,CLE,ltor,7,perec002
MIN201308150,32851,2013-08-15,night,unknown,MIN,park,tronr001,0.0,thors701,pitches,unknown,,MIN04,overcast,7:11PM,78,0 days 02:47:00.000000000,millb901,ticht901,buckc901,blasc901,,,true,CHA,torf,5,burtj001
MIN201308160,28834,2013-08-16,night,unknown,MIN,park,corrk001,0.0,wongg701,pitches,unknown,reeda001,MIN04,cloudy,7:10PM,78,0 days 03:04:00.000000000,ticht901,buckc901,blasc901,millb901,,,true,CHA,tolf,6,quinj001
MIN201308170,36833,2013-08-17,night,unknown,MIN,park,albea001,0.0,wongg701,pitches,unknown,reeda001,MIN04,cloudy,6:11PM,81,0 days 02:49:00.000000000,buckc901,blasc901,millb901,ticht901,,,true,CHA,tolf,11,salec001
MIN201308180,32905,2013-08-18,day,unknown,MIN,park,dedus001,0.0,wongg701,pitches,unknown,reeda001,MIN04,cloudy,1:12PM,82,0 days 02:59:00.000000000,blasc901,millb901,ticht901,buckc901,,,true,CHA,rtol,16,santh001
MIN201308190,30913,2013-08-19,day,unknown,MIN,park,gibsk002,0.0,wongg701,pitches,unknown,,MIN04,unknown,1:11PM,78,0 days 02:53:00.000000000,kulpr901,hallt901,cuzzp901,guccc901,,,true,NYN,rtol,9,gee-d001
MIN201308270,27006,2013-08-27,night,unknown,MIN,park,burtj001,0.0,thors701,pitches,unknown,,MIN04,cloudy,7:11PM,91,0 days 03:10:00.000000000,wendh902,porta901,gibsg901,laynj901,,,true,KCA,ltor,9,shiej002
MIN201308280,27379,2013-08-28,night,unknown,MIN,park,albea001,0.0,thors701,pitches,unknown,,MIN04,cloudy,7:10PM,88,0 days 02:55:00.000000000,porta901,gibsg901,laynj901,wendh902,,,true,KCA,tolf,7,duffd001
MIN201308290,28012,2013-08-29,day,unknown,MIN,park,dedus001,0.0,wongg701,pitches,unknown,hollg001,MIN04,cloudy,12:11PM,87,0 days 02:39:00.000000000,gibsg901,laynj901,wendh902,porta901,,,true,KCA,fromrf,11,chenb001
MIN201309060,27044,2013-09-06,night,unknown,MIN,park,pelfm001,0.0,thors701,pitches,unknown,jansc001,MIN04,cloudy,7:11PM,89,0 days 02:51:00.000000000,blasc901,reybd901,diazl901,wegnm901,,,true,TOR,rtol,13,dickr001
MIN201309070,32882,2013-09-07,night,unknown,MIN,park,corrk001,0.0,thors701,pitches,unknown,,MIN04,cloudy,6:10PM,88,0 days 03:21:00.000000000,reybd901,diazl901,wegnm901,blasc901,,,true,TOR,fromlf,11,happj001
MIN201309080,29450,2013-09-08,day,unknown,MIN,park,burtj001,0.0,wongg701,pitches,unknown,jansc001,MIN04,overcast,1:13PM,75,0 days 02:31:00.000000000,diazl901,wegnm901,blasc901,reybd901,,,true,TOR,fromcf,12,rogee002
MIN201309090,21826,2013-09-09,night,unknown,MIN,park,rasmc002,0.0,thors701,pitches,unknown,perkg001,MIN04,cloudy,6:11PM,93,0 days 03:19:00.000000000,wegnm901,blasc901,reybd901,diazl901,,,true,ANA,rtol,13,fienc001
MIN201309100,26017,2013-09-10,night,unknown,MIN,park,cookr001,0.0,wongg701,pitches,unknown,perkg001,MIN04,cloudy,7:11PM,80,0 days 02:56:00.000000000,scotd901,millb901,ticht901,buckc901,,,true,OAK,tolf,9,swara001
MIN201309110,24522,2013-09-11,night,unknown,MIN,park,pelfm001,0.0,thors701,pitches,unknown,,MIN04,cloudy,7:11PM,83,0 days 03:42:00.000000000,millb901,ticht901,buckc901,scotd901,,,true,OAK,rtol,14,grays001
MIN201309120,26188,2013-09-12,day,unknown,MIN,park,diams001,0.0,wongg701,pitches,unknown,,MIN04,cloudy,12:11PM,70,0 days 02:46:00.000000000,ticht901,buckc901,scotd901,millb901,,,true,OAK,ltor,17,grifa002
MIN201309130,27292,2013-09-13,night,unknown,MIN,park,corrk001,0.0,wongg701,pitches,unknown,rodnf001,MIN04,sunny,7:10PM,67,0 days 02:53:00.000000000,laynj901,porta901,gibsg901,wendh902,,,true,TBA,fromrf,8,archc001
MIN201309140,28541,2013-09-14,night,wet,MIN,park,albea001,0.0,wongg701,pitches,rain,,MIN04,unknown,6:17PM,70,0 days 03:04:00.000000000,porta901,gibsg901,wendh902,laynj901,,,true,TBA,rtol,11,gomeb001
MIN201309150,27988,2013-09-15,day,unknown,MIN,park,peraj002,0.0,wongg701,pitches,unknown,perkg001,MIN04,overcast,1:12PM,62,0 days 03:14:00.000000000,gibsg901,wendh902,laynj901,porta901,,,true,TBA,ltor,12,fienc001
MIN201309230,24647,2013-09-23,night,unknown,MIN,park,putkl001,0.0,thors701,pitches,unknown,,MIN04,cloudy,7:11PM,72,0 days 03:58:00.000000000,onorb901,culbf901,johna901,welkb901,,,true,DET,ltor,15,swara001
MIN201309240,25541,2013-09-24,night,unknown,MIN,park,diams001,0.0,wongg701,pitches,unknown,benoj001,MIN04,sunny,7:11PM,72,0 days 03:05:00.000000000,culbf901,johna901,welkb901,onorb901,,,true,DET,fromcf,9,fistd001
MIN201309250,26517,2013-09-25,night,unknown,MIN,park,corrk001,0.0,wongg701,pitches,unknown,benoj001,MIN04,sunny,7:10PM,70,0 days 03:08:00.000000000,johna901,welkb901,onorb901,culbf901,,,true,DET,fromrf,16,schem001
MIN201309260,24929,2013-09-26,night,unknown,MIN,park,albea001,0.0,wongg701,pitches,unknown,smitj002,MIN04,sunny,7:11PM,79,0 days 03:27:00.000000000,randt901,vanol901,gibsg901,gormb901,,,true,CLE,fromrf,11,shawb001
MIN201309270,24074,2013-09-27,night,unknown,MIN,park,hernp001,0.0,thors701,pitches,unknown,,MIN04,overcast,7:14PM,82,0 days 03:31:00.000000000,vanol901,gibsg901,gormb901,randt901,,,true,CLE,rtol,12,klubc001
MIN201309280,30452,2013-09-28,day,wet,MIN,park,devrc001,0.0,thors701,pitches,rain,,MIN04,unknown,2:31PM,55,0 days 02:53:00.000000000,gibsg901,gormb901,randt901,vanol901,,,true,CLE,rtol,13,kazms001
MIN201309290,30935,2013-09-29,day,unknown,MIN,park,diams001,0.0,thors701,pitches,unknown,,MIN04,sunny,1:13PM,68,0 days 02:48:00.000000000,gormb901,randt901,vanol901,gibsg901,,,true,CLE,rtol,9,jimeu001
NYA201304010,49514,2013-04-01,day,unknown,NYA,park,sabac001,0.0,sprej701,pitches,unknown,,NYC21,cloudy,1:10PM,62,0 days 03:37:00.000000000,marqa901,dimum901,belld901,barrt901,,,true,BOS,rtol,17,lestj001
NYA201304030,40216,2013-04-03,night,unknown,NYA,park,kuroh001,0.0,sprej701,pitches,unknown,hanrj001,NYC21,sunny,7:10PM,43,0 days 03:35:00.000000000,dimum901,belld901,barrt901,marqa901,,,true,BOS,ltor,22,buchc001
NYA201304040,40611,2013-04-04,night,unknown,NYA,park,dempr002,0.0,sprej701,pitches,unknown,rivem002,NYC21,cloudy,7:08PM,43,0 days 02:38:00.000000000,belld901,barrt901,marqa901,dimum901,,,true,BOS,rtol,14,petta001
NYA201304120,35033,2013-04-12,night,unknown,NYA,park,gonzm003,0.0,karph701,pitches,unknown,rivem002,NYC21,unknown,7:09PM,42,0 days 02:49:00.000000000,vanol901,gonzm901,bellw901,belld901,,,true,BAL,ltor,15,sabac001
NYA201304130,41851,2013-04-13,day,unknown,NYA,park,hughp001,0.0,karph701,pitches,unknown,johnj010,NYC21,unknown,4:08PM,54,0 days 02:49:00.000000000,gonzm901,bellw901,belld901,vanol901,,,true,BAL,tocf,6,hammj002
NYA201304140,34154,2013-04-14,night,unknown,NYA,park,chenw001,0.0,freed701,pitches,unknown,,NYC21,cloudy,8:06PM,56,0 days 02:38:00.000000000,bellw901,belld901,vanol901,gonzm901,,,true,BAL,ltor,12,kuroh001
NYA201304160,34107,2013-04-16,night,unknown,NYA,park,mccab001,0.0,sprej701,pitches,unknown,rivem002,NYC21,cloudy,7:10PM,60,0 days 03:02:00.000000000,cuzzp901,kulpr901,guccc901,hallt901,,,true,ARI,rtol,17,novai001
NYA201304170,34369,2013-04-17,night,unknown,NYA,park,hernd002,0.0,sprej701,pitches,unknown,rivem002,NYC21,sunny,7:08PM,68,0 days 02:28:00.000000000,kulpr901,guccc901,hallt901,cuzzp901,,,true,ARI,unknown,8,sabac001
