id,attendance,date,daynight,fieldcond,hometeam,howscored,lp,number,oscorer,pitches,precip,save,site,sky,starttime,temp,timeofgame,ump1b,ump2b,ump3b,umphome,umplf,umprf,usedh,visteam,winddir,windspeed,wp
ANA201204060,44106,2012-04-06,night,unknown,ANA,park,crowa001,0.0,munse701,pitches,unknown,,ANA01,sunny,7:11PM,69,0 days 02:22:00.000000000,davib902,wendh902,belld901,laynj901,,,true,KCA,tocf,4,weavj003
ANA201204070,40022,2012-04-07,day,unknown,ANA,park,hared001,0.0,munse701,pitches,unknown,,ANA01,sunny,1:06PM,85,0 days 02:46:00.000000000,wendh902,belld901,laynj901,davib902,,,true,KCA,tocf,4,hochl001
ANA201204080,32227,2012-04-08,day,unknown,ANA,park,sante001,0.0,munse701,pitches,unknown,broxj001,ANA01,sunny,12:37PM,80,0 days 03:15:00.000000000,belld901,laynj901,davib902,wendh902,,,true,KCA,tocf,7,sancj002
ANA201204160,27338,2012-04-16,night,unknown,ANA,park,mccab001,0.0,munse701,pitches,unknown,,ANA01,sunny,7:07PM,71,0 days 02:48:00.000000000,rungb901,hudsm901,mcclt901,barrt901,,,true,OAK,torf,6,weavj003
ANA201204170,41016,2012-04-17,night,unknown,ANA,park,jepsk001,0.0,munse701,pitches,unknown,balfg001,ANA01,cloudy,7:07PM,72,0 days 02:46:00.000000000,hudsm901,mcclt901,barrt901,rungb901,,,true,OAK,tocf,7,fuenb001
ANA201204180,27217,2012-04-18,night,unknown,ANA,park,sante001,0.0,franm701,pitches,unknown,,ANA01,sunny,7:06PM,68,0 days 02:44:00.000000000,mcclt901,barrt901,rungb901,hudsm901,,,true,OAK,tocf,7,colob001
ANA201204190,27864,2012-04-19,night,unknown,ANA,park,wilsc004,0.0,franm701,pitches,unknown,balfg001,ANA01,cloudy,7:08PM,67,0 days 03:11:00.000000000,barrt901,rungb901,hudsm901,mcclt901,,,true,OAK,tocf,6,milot001
ANA201204200,32272,2012-04-20,night,unknown,ANA,park,matub001,0.0,franm701,pitches,unknown,waldj001,ANA01,sunny,7:08PM,63,0 days 02:49:00.000000000,millb901,campa902,iassd901,scotd901,,,true,BAL,tocf,6,willj003
ANA201204210,38054,2012-04-21,night,unknown,ANA,park,arrij001,0.0,munse701,pitches,unknown,,ANA01,sunny,6:07PM,64,0 days 02:24:00.000000000,campa902,iassd901,scotd901,millb901,,,true,BAL,tocf,13,weavj003
ANA201204220,38221,2012-04-22,day,unknown,ANA,park,hawkl001,0.0,munse701,pitches,unknown,johnj010,ANA01,overcast,12:37PM,65,0 days 03:11:00.000000000,iassd901,scotd901,millb901,campa902,,,true,BAL,tocf,7,strop001
ANA201204300,27027,2012-04-30,night,unknown,ANA,park,blacn001,0.0,munse701,pitches,unknown,downs001,ANA01,unknown,7:07PM,64,0 days 02:27:00.000000000,herna901,carlm901,hicke901,rapue901,,,true,MIN,tocf,8,wilsc004
ANA201205010,30039,2012-05-01,night,unknown,ANA,park,lirif001,0.0,munse701,pitches,unknown,,ANA01,overcast,7:06PM,60,0 days 02:10:00.000000000,carlm901,hicke901,rapue901,herna901,,,true,MIN,tocf,5,willj003
ANA201205020,27288,2012-05-02,night,unknown,ANA,park,hendl001,0.0,franm701,pitches,unknown,,ANA01,unknown,7:07PM,63,0 days 02:28:00.000000000,hicke901,rapue901,herna901,carlm901,,,true,MIN,tocf,6,weavj003
ANA201205030,28359,2012-05-03,night,unknown,ANA,park,hared001,0.0,munse701,pitches,unknown,,ANA01,cloudy,7:07PM,66,0 days 02:11:00.000000000,knigb901,wintm901,wegnm901,bellw901,,,true,TOR,tocf,4,morrb001
ANA201205040,33160,2012-05-04,night,unknown,ANA,park,sante001,0.0,franm701,pitches,unknown,,ANA01,cloudy,7:07PM,67,0 days 02:10:00.000000000,wintm901,wegnm901,bellw901,knigb901,,,true,TOR,torf,5,alvah001
ANA201205050,39018,2012-05-05,night,unknown,ANA,park,drabk001,0.0,munse701,pitches,unknown,,ANA01,sunny,6:08PM,68,0 days 02:54:00.000000000,wegnm901,bellw901,knigb901,wintm901,,,true,TOR,torf,11,wilsc004
ANA201205060,37548,2012-05-06,day,unknown,ANA,park,hutcd001,0.0,munse701,pitches,unknown,hawkl001,ANA01,sunny,12:37PM,71,0 days 02:51:00.000000000,bellw901,knigb901,wintm901,wegnm901,,,true,TOR,torf,7,willj003
ANA201205140,32851,2012-05-14,night,unknown,ANA,park,hared001,0.0,munse701,pitches,unknown,,ANA01,sunny,7:08PM,70,0 days 02:56:00.000000000,marqa901,blasc901,fairc901,hallt901,,,true,OAK,tocf,8,rosst001
ANA201205150,31762,2012-05-15,day,unknown,ANA,park,colob001,0.0,franm701,pitches,unknown,,ANA01,sunny,4:07PM,74,0 days 02:26:00.000000000,blasc901,fairc901,hallt901,marqa901,,,true,OAK,tocf,9,sante001
ANA201205160,39027,2012-05-16,night,unknown,ANA,park,floyg001,0.0,munse701,pitches,unknown,,ANA01,sunny,7:07PM,76,0 days 02:25:00.000000000,fairc901,hallt901,marqa901,blasc901,,,true,CHA,tocf,5,willj003
ANA201205170,30786,2012-05-17,day,unknown,ANA,park,wilsc004,0.0,franm701,pitches,unknown,,ANA01,sunny,12:39PM,73,0 days 03:10:00.000000000,hallt901,marqa901,blasc901,fairc901,,,true,CHA,tocf,10,salec001
ANA201205280,44016,2012-05-28,night,unknown,ANA,park,wadec001,0.0,munse701,pitches,unknown,,ANA01,sunny,6:08PM,74,0 days 03:38:00.000000000,welkt901,diazl901,everm901,schrp901,,,true,NYA,tocf,7,waldj001
ANA201205290,42065,2012-05-29,night,unknown,ANA,park,petta001,0.0,franm701,pitches,unknown,,ANA01,sunny,7:07PM,72,0 days 02:37:00.000000000,diazl901,everm901,schrp901,welkt901,,,true,NYA,tocf,9,hared001
ANA201205300,40111,2012-05-30,night,unknown,ANA,park,takah001,0.0,munse701,pitches,unknown,sorir001,ANA01,sunny,7:07PM,68,0 days 03:06:00.000000000,everm901,schrp901,welkt901,diazl901,,,true,NYA,tocf,8,novai001
ANA201206010,40080,2012-06-01,night,unknown,ANA,park,lewic001,0.0,munse701,pitches,unknown,friee001,ANA01,sunny,7:12PM,66,0 days 02:31:00.000000000,mcclt901,rungb901,barrt901,hudsm901,,,true,TEX,tocf,8,willj003
ANA201206020,44227,2012-06-02,night,unknown,ANA,park,darvy001,0.0,munse701,pitches,unknown,friee001,ANA01,overcast,7:08PM,66,0 days 03:34:00.000000000,rungb901,barrt901,hudsm901,mcclt901,,,true,TEX,torf,10,cassb001
ANA201206030,42465,2012-06-03,day,unknown,ANA,park,hared001,0.0,munse701,pitches,unknown,,ANA01,cloudy,12:37PM,70,0 days 03:09:00.000000000,barrt901,hudsm901,mcclt901,rungb901,,,true,TEX,tocf,9,harrm001
ANA201206040,36079,2012-06-04,night,unknown,ANA,park,sante001,0.0,franm701,pitches,unknown,wilht001,ANA01,overcast,7:06PM,65,0 days 03:14:00.000000000,gormb901,ticht901,vanol901,randt901,,,true,SEA,tocf,8,vargj001
ANA201206050,35021,2012-06-05,night,unknown,ANA,park,beavb001,0.0,munse701,pitches,unknown,,ANA01,sunny,7:07PM,71,0 days 02:29:00.000000000,ticht901,vanol901,randt901,gormb901,,,true,SEA,tolf,8,richg002
ANA201206060,37342,2012-06-06,night,unknown,ANA,park,willj003,0.0,munse701,pitches,unknown,wilht001,ANA01,sunny,7:07PM,74,0 days 03:14:00.000000000,vanol901,randt901,gormb901,ticht901,,,true,SEA,torf,6,kells001
ANA201206150,37096,2012-06-15,night,unknown,ANA,park,hared001,0.0,munse701,pitches,unknown,,ANA01,unknown,7:07PM,65,0 days 02:34:00.000000000,knigb901,wintm901,wegnm901,bellw901,,,true,ARI,tocf,8,cahit001
ANA201206160,42483,2012-06-16,night,unknown,ANA,park,saunj001,0.0,franm701,pitches,unknown,,ANA01,sunny,7:08PM,69,0 days 02:28:00.000000000,wintm901,wegnm901,bellw901,knigb901,,,true,ARI,tocf,9,sante001
ANA201206170,42222,2012-06-17,day,unknown,ANA,park,kenni001,0.0,munse701,pitches,unknown,friee001,ANA01,sunny,12:38PM,76,0 days 02:27:00.000000000,wegnm901,bellw901,knigb901,wintm901,,,true,ARI,tocf,5,richg002
ANA201206180,41234,2012-06-18,night,unknown,ANA,park,willj003,0.0,munse701,pitches,unknown,garcj002,ANA01,sunny,7:08PM,71,0 days 03:21:00.000000000,barrs901,mealj901,darlg901,emmep901,,,true,SFN,torf,7,cainm001
ANA201206190,38010,2012-06-19,night,unknown,ANA,park,zitob001,0.0,munse701,pitches,unknown,,ANA01,sunny,7:07PM,69,0 days 03:21:00.000000000,mealj901,darlg901,emmep901,barrs901,,,true,SFN,tocf,7,wilsc004
ANA201206200,40321,2012-06-20,night,unknown,ANA,park,voger001,0.0,franm701,pitches,unknown,,ANA01,sunny,7:08PM,68,0 days 02:39:00.000000000,darlg901,emmep901,barrs901,mealj901,,,true,SFN,tocf,9,weavj003
ANA201206220,44548,2012-06-22,night,unknown,ANA,park,billc001,0.0,munse701,pitches,unknown,friee001,ANA01,sunny,7:08PM,71,0 days 03:20:00.000000000,iassd901,buckc901,millb901,scotd901,,,true,LAN,torf,7,hared001
ANA201206230,44512,2012-06-23,day,unknown,ANA,park,sante001,0.0,franm701,pitches,unknown,jansk001,ANA01,sunny,4:16PM,76,0 days 02:43:00.000000000,buckc901,millb901,scotd901,iassd901,,,true,LAN,tocf,10,capuc001
ANA201206240,43975,2012-06-24,day,unknown,ANA,park,lindj004,0.0,munse701,pitches,unknown,friee001,ANA01,sunny,12:38PM,78,0 days 03:39:00.000000000,millb901,scotd901,iassd901,buckc901,,,true,LAN,tocf,4,downs001
ANA201207050,38104,2012-07-05,night,unknown,ANA,park,ayall001,0.0,franm701,pitches,unknown,friee001,ANA01,cloudy,7:09PM,69,0 days 03:21:00.000000000,cedeg901,blasc901,barkl901,johna901,,,true,BAL,tocf,7,hawkl001
ANA201207060,42716,2012-07-06,night,unknown,ANA,park,wilsc004,0.0,munse701,pitches,unknown,johnj010,ANA01,sunny,7:08PM,73,0 days 02:47:00.000000000,blasc901,barkl901,johna901,cedeg901,,,true,BAL,tolf,7,gonzm003
ANA201207070,41147,2012-07-07,night,unknown,ANA,park,hammj002,0.0,munse701,pitches,unknown,downs001,ANA01,sunny,7:08PM,75,0 days 02:20:00.000000000,barkl901,johna901,cedeg901,blasc901,,,true,BAL,torf,6,weavj003
ANA201207080,37108,2012-07-08,day,unknown,ANA,park,chenw001,0.0,munse701,pitches,unknown,,ANA01,sunny,12:37PM,79,0 days 02:32:00.000000000,johna901,cedeg901,blasc901,barkl901,,,true,BAL,tocf,6,millb001
ANA201207200,43936,2012-07-20,night,unknown,ANA,park,holld003,0.0,munse701,pitches,unknown,,ANA01,sunny,7:08PM,81,0 days 02:35:00.000000000,darlg901,emmep901,barrl901,mealj901,,,true,TEX,torf,6,weavj003
ANA201207210,39086,2012-07-21,day,unknown,ANA,park,sante001,0.0,munse701,pitches,unknown,,ANA01,sunny,1:07PM,82,0 days 03:13:00.000000000,emmep901,barrl901,mealj901,darlg901,,,true,TEX,tocf,8,darvy001
ANA201207220,42160,2012-07-22,night,unknown,ANA,park,harrm001,0.0,munse701,pitches,unknown,,ANA01,sunny,5:07PM,77,0 days 03:09:00.000000000,barrl901,mealj901,darlg901,emmep901,,,true,TEX,torf,6,hared001
ANA201207230,35047,2012-07-23,night,unknown,ANA,park,hollg001,0.0,munse701,pitches,unknown,downs001,ANA01,sunny,7:08PM,77,0 days 03:21:00.000000000,randt901,davib902,gormb901,ticht901,,,true,KCA,tocf,5,jepsk001
ANA201207240,35051,2012-07-24,night,unknown,ANA,park,richg002,0.0,franm701,pitches,unknown,broxj001,ANA01,sunny,7:07PM,73,0 days 02:54:00.000000000,davib902,gormb901,ticht901,randt901,,,true,KCA,torf,8,smitw002
ANA201207250,39107,2012-07-25,day,unknown,ANA,park,hochl001,0.0,munse701,pitches,unknown,,ANA01,sunny,12:38PM,75,0 days 03:07:00.000000000,gormb901,ticht901,randt901,davib902,,,true,KCA,tocf,10,weavj003
ANA201207270,40136,2012-07-27,night,unknown,ANA,park,cobba001,0.0,franm701,pitches,unknown,friee001,ANA01,sunny,7:08PM,73,0 days 02:33:00.000000000,cuzzp901,gibsg901,gonzm901,davig901,,,true,TBA,torf,7,hared001
ANA201207280,41232,2012-07-28,night,unknown,ANA,park,wilsc004,0.0,munse701,pitches,unknown,rodnf001,ANA01,sunny,6:08PM,80,0 days 02:57:00.000000000,gibsg901,gonzm901,davig901,cuzzp901,,,true,TBA,tocf,11,moorm003
ANA201207290,35477,2012-07-29,day,unknown,ANA,park,greiz001,0.0,munse701,pitches,unknown,rodnf001,ANA01,sunny,12:37PM,78,0 days 02:49:00.000000000,gonzm901,davig901,cuzzp901,gibsg901,,,true,TBA,tocf,11,hellj001
ANA201208100,39016,2012-08-10,night,unknown,ANA,park,kinnj001,0.0,franm701,pitches,unknown,,ANA01,cloudy,7:08PM,85,0 days 02:31:00.000000000,diazl901,estam901,schrp901,everm901,,,true,SEA,torf,9,friee001
ANA201208110,38722,2012-08-11,night,unknown,ANA,park,hared001,0.0,munse701,pitches,unknown,,ANA01,unknown,6:07PM,84,0 days 02:35:00.000000000,estam901,schrp901,everm901,diazl901,,,true,SEA,tocf,11,iwakh001
ANA201208120,36505,2012-08-12,day,unknown,ANA,park,weavj003,0.0,munse701,pitches,unknown,wilht001,ANA01,sunny,12:38PM,91,0 days 02:38:00.000000000,schrp901,everm901,diazl901,estam901,,,true,SEA,tocf,10,vargj001
ANA201208130,36620,2012-08-13,night,unknown,ANA,park,wilsc004,0.0,munse701,pitches,unknown,perec002,ANA01,cloudy,7:07PM,82,0 days 03:13:00.000000000,cuzzp901,gibsg901,gonzm901,davig901,,,true,CLE,tocf,6,mastj001
ANA201208140,39827,2012-08-14,night,unknown,ANA,park,jimeu001,0.0,franm701,pitches,unknown,friee001,ANA01,sunny,7:07PM,86,0 days 02:59:00.000000000,gibsg901,gonzm901,davig901,cuzzp901,,,true,CLE,torf,4,greiz001
ANA201208150,37554,2012-08-15,night,unknown,ANA,park,carmf001,0.0,munse701,pitches,unknown,,ANA01,cloudy,7:07PM,76,0 days 02:47:00.000000000,gonzm901,davig901,cuzzp901,gibsg901,,,true,CLE,tocf,5,sante001
ANA201208160,38591,2012-08-16,night,unknown,ANA,park,hared001,0.0,munse701,pitches,unknown,,ANA01,sunny,7:08PM,83,0 days 02:40:00.000000000,cousd901,porta901,wolfj901,guccc901,,,true,TBA,torf,3,pricd001
ANA201208170,37298,2012-08-17,night,unknown,ANA,park,weavj003,0.0,munse701,pitches,unknown,,ANA01,cloudy,7:07PM,84,0 days 02:52:00.000000000,porta901,wolfj901,guccc901,cousd901,,,true,TBA,torf,7,shiej002
ANA201208180,41086,2012-08-18,night,unknown,ANA,park,jepsk001,0.0,munse701,pitches,unknown,rodnf001,ANA01,sunny,6:37PM,84,0 days 03:31:00.000000000,wolfj901,guccc901,cousd901,porta901,,,true,TBA,tocf,4,mcgej001
ANA201208190,36789,2012-08-19,day,unknown,ANA,park,greiz001,0.0,munse701,pitches,unknown,,ANA01,sunny,12:37PM,92,0 days 03:14:00.000000000,guccc901,cousd901,porta901,wolfj901,,,true,TBA,tocf,7,moorm003
ANA201208280,38745,2012-08-28,night,unknown,ANA,park,aceva001,0.0,munse701,pitches,unknown,,ANA01,overcast,7:08PM,86,0 days 03:01:00.000000000,drakr901,westj901,holbs901,fleta901,,,true,BOS,tocf,4,jepsk001
ANA201208290,37841,2012-08-29,night,unknown,ANA,park,stewz001,0.0,franm701,pitches,unknown,,ANA01,cloudy,7:08PM,79,0 days 03:06:00.000000000,westj901,holbs901,fleta901,drakr901,,,true,BOS,tolf,5,wilsc004
ANA201208300,39013,2012-08-30,night,unknown,ANA,park,lestj001,0.0,munse701,pitches,unknown,friee001,ANA01,overcast,7:07PM,80,0 days 02:43:00.000000000,holbs901,fleta901,drakr901,westj901,,,true,BOS,torf,4,greiz001
ANA201209070,40104,2012-09-07,night,unknown,ANA,park,doteo001,0.0,munse701,pitches,unknown,,ANA01,cloudy,7:09PM,81,0 days 02:49:00.000000000,kellj901,timmt901,carav901,coope901,,,true,DET,tocf,3,friee001
ANA201209080,41154,2012-09-08,night,unknown,ANA,park,verlj001,0.0,munse701,pitches,unknown,,ANA01,cloudy,6:07PM,80,0 days 02:37:00.000000000,timmt901,carav901,coope901,kellj901,,,true,DET,tocf,8,wilsc004
ANA201209090,38216,2012-09-09,day,unknown,ANA,park,sanca004,0.0,munse701,pitches,unknown,friee001,ANA01,cloudy,12:38PM,91,0 days 02:45:00.000000000,coope901,campa902,timmt901,carav901,,,true,DET,tocf,4,greiz001
ANA201209100,36064,2012-09-10,night,unknown,ANA,park,hared001,0.0,munse701,pitches,unknown,balfg001,ANA01,cloudy,7:07PM,78,0 days 02:25:00.000000000,schrp901,everm901,diazl901,welkt901,,,true,OAK,tocf,6,parkj001
ANA201209110,37794,2012-09-11,night,unknown,ANA,park,willj003,0.0,munse701,pitches,unknown,blevj001,ANA01,overcast,7:06PM,73,0 days 03:15:00.000000000,everm901,diazl901,welkt901,schrp901,,,true,OAK,torf,9,strad003
ANA201209120,38097,2012-09-12,night,unknown,ANA,park,sante001,0.0,munse701,pitches,unknown,cookr001,ANA01,sunny,7:08PM,76,0 days 02:51:00.000000000,diazl901,welkt901,schrp901,everm901,,,true,OAK,torf,5,grifa002
ANA201209130,38029,2012-09-13,day,unknown,ANA,park,andeb004,0.0,munse701,pitches,unknown,,ANA01,sunny,12:39PM,85,0 days 02:30:00.000000000,welkt901,schrp901,everm901,diazl901,,,true,OAK,tolf,5,weavj003
ANA201209180,36948,2012-09-18,night,unknown,ANA,park,dempr002,0.0,munse701,pitches,unknown,,ANA01,sunny,7:08PM,79,0 days 03:08:00.000000000,nelsj901,welkb901,blasc901,wolfj901,,,true,TEX,torf,5,weavj003
ANA201209190,37093,2012-09-19,night,unknown,ANA,park,wilsc004,0.0,franm701,pitches,unknown,,ANA01,sunny,7:10PM,78,0 days 03:03:00.000000000,welkb901,blasc901,wolfj901,nelsj901,,,true,TEX,tocf,6,holld003
ANA201209200,38205,2012-09-20,night,unknown,ANA,park,friee001,0.0,munse701,pitches,unknown,nathj001,ANA01,sunny,7:08PM,81,0 days 02:39:00.000000000,blasc901,wolfj901,nelsj901,welkb901,,,true,TEX,torf,5,darvy001
ANA201209210,39326,2012-09-21,night,unknown,ANA,park,peavj001,0.0,franm701,pitches,unknown,,ANA01,cloudy,7:08PM,82,0 days 02:32:00.000000000,herna901,hicke901,conrc901,carlm901,,,true,CHA,tocf,6,sante001
ANA201209220,41440,2012-09-22,night,unknown,ANA,park,quinj001,0.0,munse701,pitches,unknown,friee001,ANA01,unknown,6:09PM,86,0 days 02:48:00.000000000,hicke901,conrc901,carlm901,herna901,,,true,CHA,tocf,4,hared001
ANA201209230,36546,2012-09-23,day,unknown,ANA,park,floyg001,0.0,munse701,pitches,unknown,,ANA01,sunny,12:38PM,94,0 days 02:39:00.000000000,conrc901,carlm901,herna901,hicke901,,,true,CHA,tocf,6,weavj003
ANA201209250,38538,2012-09-25,night,unknown,ANA,park,ramie004,0.0,franm701,pitches,unknown,friee001,ANA01,sunny,7:07PM,69,0 days 03:10:00.000000000,cedeg901,barkl901,culbf901,johna901,,,true,SEA,rtol,4,greiz001
ANA201209260,37916,2012-09-26,night,unknown,ANA,park,pryos001,0.0,munse701,pitches,unknown,,ANA01,sunny,7:08PM,71,0 days 03:03:00.000000000,barkl901,culbf901,johna901,cedeg901,,,true,SEA,torf,3,friee001
ANA201209270,37377,2012-09-27,day,unknown,ANA,park,hared001,0.0,munse701,pitches,unknown,,ANA01,sunny,12:38PM,81,0 days 03:27:00.000000000,culbf901,johna901,cedeg901,barkl901,,,true,SEA,tocf,3,iwakh001
ARI201204060,49130,2012-04-06,day,unknown,ARI,park,linct001,0.0,johnr701,pitches,unknown,putzj001,PHO01,cloudy,4:13PM,77,0 days 02:53:00.000000000,reynj901,dimum901,hoyej901,joycj901,,,false,SFN,rtol,7,kenni001
ARI201204070,34789,2012-04-07,day,unknown,ARI,park,bumgm001,0.0,johnr701,pitches,unknown,putzj001,PHO01,sunny,1:05PM,79,0 days 02:36:00.000000000,dimum901,hoyej901,joycj901,reynj901,,,false,SFN,ltor,4,hudsd001
ARI201204080,24193,2012-04-08,day,unknown,ARI,park,affej001,0.0,johnr701,pitches,unknown,shawb001,PHO01,overcast,1:11PM,83,0 days 03:08:00.000000000,hoyej901,joycj901,reynj901,dimum901,,,false,SFN,unknown,6,milew001
ARI201204160,17366,2012-04-16,night,unknown,ARI,park,bedae001,0.0,rausg701,pitches,unknown,,PHO01,sunny,6:40PM,81,0 days 02:42:00.000000000,laynj901,davib902,wendh902,belld901,,,false,PIT,fromrf,3,saunj001
ARI201204170,19198,2012-04-17,night,unknown,ARI,park,shawb001,0.0,rausg701,pitches,unknown,cruzj005,PHO01,sunny,6:40PM,87,0 days 03:01:00.000000000,davib902,wendh902,belld901,laynj901,,,false,PIT,rtol,3,grilj001
ARI201204180,18368,2012-04-18,day,unknown,ARI,park,hudsd001,0.0,rausg701,pitches,unknown,cruzj005,PHO01,sunny,12:40PM,84,0 days 02:49:00.000000000,wendh902,belld901,laynj901,davib902,,,false,PIT,fromcf,8,lincb001
ARI201204190,18110,2012-04-19,night,unknown,ARI,park,collj001,0.0,johnr701,pitches,unknown,,PHO01,sunny,6:40PM,91,0 days 02:49:00.000000000,drakr901,westj901,gonzm901,fleta901,,,false,ATL,fromcf,9,minom001
ARI201204200,27761,2012-04-20,night,unknown,ARI,park,cahit001,0.0,johnr701,pitches,unknown,,PHO01,sunny,6:40PM,93,0 days 02:50:00.000000000,westj901,gonzm901,fleta901,drakr901,,,false,ATL,unknown,5,beacb001
ARI201204210,30188,2012-04-21,night,unknown,ARI,park,saunj001,0.0,johnr701,pitches,unknown,kimbc001,PHO01,sunny,5:10PM,97,0 days 02:17:00.000000000,holbs901,fleta901,drakr901,westj901,,,false,ATL,fromlf,7,hanst001
ARI201204220,28679,2012-04-22,day,dry,ARI,park,delgr001,0.0,johnr701,pitches,none,putzj001,PHO01,dome,1:10PM,74,0 days 02:36:00.000000000,fleta901,drakr901,westj901,holbs901,,,false,ATL,unknown,1,kenni001
ARI201204230,21195,2012-04-23,night,unknown,ARI,park,kendk001,0.0,rausg701,pitches,unknown,,PHO01,cloudy,6:40PM,97,0 days 02:36:00.000000000,hicke901,rapue901,herna901,carlm901,,,false,PHI,tocf,6,milew001
ARI201204240,24213,2012-04-24,night,unknown,ARI,park,collj001,0.0,rausg701,pitches,unknown,papej001,PHO01,sunny,6:40PM,92,0 days 02:45:00.000000000,rapue901,herna901,carlm901,hicke901,,,false,PHI,tocf,8,worlv001
ARI201204250,25934,2012-04-25,day,dry,ARI,park,cahit001,0.0,rausg701,pitches,none,,PHO01,dome,12:40PM,76,0 days 02:41:00.000000000,herna901,carlm901,hicke901,rapue901,,,false,PHI,unknown,0,hamec001
ARI201205070,26447,2012-05-07,night,unknown,ARI,park,saunj001,0.0,rausg701,pitches,unknown,mottj001,PHO01,sunny,6:40PM,88,0 days 03:24:00.000000000,welkt901,diazl901,everm901,schrp901,,,false,SLN,torf,12,lynnl001
ARI201205080,30156,2012-05-08,night,unknown,ARI,park,kenni001,0.0,rausg701,pitches,unknown,,PHO01,cloudy,6:40PM,90,0 days 02:27:00.000000000,diazl901,everm901,schrp901,welkt901,,,false,SLN,fromrf,15,westj001
ARI201205090,27710,2012-05-09,night,dry,ARI,park,milew001,0.0,rausg701,pitches,none,mottj001,PHO01,dome,6:40PM,78,0 days 02:57:00.000000000,everm901,schrp901,welkt901,diazl901,,,false,SLN,unknown,0,lohsk001
ARI201205110,35792,2012-05-11,night,unknown,ARI,park,bumgm001,0.0,johnr701,pitches,unknown,,PHO01,sunny,6:40PM,95,0 days 02:30:00.000000000,onorb901,fairc901,hallt901,marqa901,,,false,SFN,fromrf,11,corbp001
ARI201205120,31719,2012-05-12,night,dry,ARI,park,cahit001,0.0,johnr701,pitches,none,garcj002,PHO01,dome,5:10PM,78,0 days 03:10:00.000000000,fairc901,hallt901,marqa901,onorb901,,,false,SFN,unknown,0,cainm001
ARI201205130,35430,2012-05-13,day,dry,ARI,park,saunj001,0.0,johnr701,pitches,none,,PHO01,dome,1:10PM,77,0 days 02:43:00.000000000,hallt901,marqa901,onorb901,fairc901,,,false,SFN,unknown,0,zitob001
ARI201205210,24768,2012-05-21,night,unknown,ARI,park,corbp001,0.0,rausg701,pitches,unknown,,PHO01,sunny,6:40PM,105,0 days 03:17:00.000000000,buckc901,wolfj901,carav901,scotd901,,,false,LAN,fromcf,9,capuc001
ARI201205220,25738,2012-05-22,night,unknown,ARI,park,putzj001,0.0,rausg701,pitches,unknown,jansk001,PHO01,cloudy,6:40PM,105,0 days 03:38:00.000000000,wolfj901,carav901,scotd901,buckc901,,,false,LAN,tocf,11,lindj004
ARI201205230,27645,2012-05-23,night,unknown,ARI,park,lillt001,0.0,rausg701,pitches,unknown,,PHO01,sunny,6:40PM,99,0 days 03:17:00.000000000,carav901,scotd901,buckc901,wolfj901,,,false,LAN,tocf,13,saunj001
ARI201205250,35478,2012-05-25,night,unknown,ARI,park,kenni001,0.0,johnr701,pitches,unknown,,PHO01,sunny,6:40PM,91,0 days 03:15:00.000000000,cousd901,millb901,kulpr901,reybd901,,,false,MIL,fromrf,15,gally001
ARI201205260,30184,2012-05-26,night,unknown,ARI,park,greiz001,0.0,johnr701,pitches,unknown,putzj001,PHO01,sunny,7:10PM,80,0 days 02:59:00.000000000,millb901,kulpr901,reybd901,cousd901,,,false,MIL,fromrf,9,milew001
ARI201205270,33481,2012-05-27,day,dry,ARI,park,veraj001,0.0,johnr701,pitches,none,putzj001,PHO01,dome,1:10PM,73,0 days 03:10:00.000000000,kulpr901,reybd901,cousd901,millb901,,,false,MIL,unknown,0,shawb001
ARI201206040,22881,2012-06-04,night,unknown,ARI,park,saunj001,0.0,rausg701,pitches,unknown,,PHO01,sunny,6:40PM,100,0 days 02:38:00.000000000,hudsm901,mcclt901,rungb901,barrt901,,,false,COL,ltor,9,friec001
ARI201206050,22322,2012-06-05,night,unknown,ARI,park,guthj001,0.0,rausg701,pitches,unknown,,PHO01,sunny,6:40PM,98,0 days 03:02:00.000000000,mcclt901,rungb901,barrt901,hudsm901,,,false,COL,tocf,12,kenni001
ARI201206060,23069,2012-06-06,night,unknown,ARI,park,outmj001,0.0,rausg701,pitches,unknown,,PHO01,sunny,6:40PM,98,0 days 02:36:00.000000000,rungb901,barrt901,hudsm901,mcclt901,,,false,COL,ltor,5,milew001
ARI201206080,25787,2012-06-08,night,unknown,ARI,park,fuenb001,0.0,johnr701,pitches,unknown,,PHO01,sunny,6:40PM,101,0 days 03:42:00.000000000,mcclt901,buckc901,millb901,iassd901,,,false,OAK,tocf,6,putzj001
ARI201206090,28061,2012-06-09,night,unknown,ARI,park,parkj001,0.0,johnr701,pitches,unknown,,PHO01,sunny,7:10PM,102,0 days 02:55:00.000000000,buckc901,millb901,iassd901,mcclt901,,,false,OAK,tocf,12,cahit001
ARI201206100,28112,2012-06-10,day,dry,ARI,park,blact001,0.0,johnr701,pitches,none,putzj001,PHO01,dome,1:10PM,76,0 days 02:58:00.000000000,millb901,iassd901,mcclt901,buckc901,,,false,OAK,unknown,0,saunj001
ARI201206180,24284,2012-06-18,night,dry,ARI,park,noesh001,0.0,rausg701,pitches,none,,PHO01,dome,6:40PM,82,0 days 02:23:00.000000000,gormb901,ticht901,vanol901,randt901,,,false,SEA,unknown,0,milew001
