ID,Last,First,Play debut,Mgr debut,Coach debut,Ump debut
elbek101,"Elberfeld","Kid",05/30/1898,6/25/1908,,
elbes001,"Elbert","Scott",08/29/2008,,,
elded001,"Elder","Dave",07/24/2002,,,
eldeg101,"Elder","George",07/22/1949,,,
eldeh101,"Elder","Heinie",07/07/1913,,,
eldrb001,"Eldred","Brad",07/22/2005,,,
eldrc001,"Eldred","Cal",09/24/1991,,03/29/2018,
elial101,"Elia","Lee",04/23/1966,4/5/1982,04/11/1980,
eliar001,"Elias","Roenis",04/03/2014,,,
elkop101,"Elko","Pete",09/17/1943,,,
ellar101,"Ellam","Roy",09/18/1909,,,
elleh101,"Eller","Hod",04/16/1917,,,
ellef101,"Ellerbe","Frank",08/28/1919,,,
ellij104,"Ellick","Joe",05/13/1875,09/02/1884,,05/05/1886
ellib104,"Ellingsen","Bruce",07/04/1974,,,
ellib001,"Ellington","Brian",08/03/2015,,,
ellil101,"Elliot","Larry",04/19/1962,,,
ellia101,"Elliott","Allen",06/14/1923,,,
ellic102,"Elliott","Carter",09/10/1921,,,
ellic101,"Elliott","Claude",04/16/1904,,,
ellid001,"Elliott","Donnie",04/23/1994,,,
ellig103,"Elliott","Gene",04/13/1911,,,
ellir104,"Elliott","Rowdy",09/24/1910,,,
ellih102,"Elliott","Hal",04/19/1929,,,
ellih101,"Elliott","Harry",08/01/1953,,,
ellig102,"Elliott","Glenn",04/17/1947,,,
ellij103,"Elliott","Jumbo",04/21/1923,,,
ellir101,"Elliott","Randy",09/10/1972,,,
ellib103,"Elliott","Bob",09/02/1939,4/19/1960,04/11/1961,
ellib101,"Ellis","Ben",07/16/1896,,,
ellia001,"Ellis","A.J.",09/15/2008,,,
ellid101,"Ellis","Dock",06/18/1968,,,
ellir102,"Ellis","Rube",04/15/1909,,,
ellij102,"Ellis","Jim",08/11/1967,,,
ellij101,"Ellis","John",05/17/1969,,,
ellim001,"Ellis","Mark",04/09/2002,,,
ellir001,"Ellis","Robert",09/12/1996,,,
ellir103,"Ellis","Rob",06/18/1971,,,
ellis101,"Ellis","Sammy",04/14/1962,,04/11/1982,
ellig101,"Ellison","George",08/21/1920,,,
